idx,year,journal,title,doi,url,pmid,note,bucket
94,2026,J Med Chem,"Discovery of 1,2,3,4-Tetrahydrochromeno[3,4-c]pyridin-5-one Derivatives as Novel MTHFD Inhibitors for the Treatment of Acute Myeloid Leukemia.",10.1021/acs.jmedchem.6c00023,https://doi.org/10.1021/acs.jmedchem.6c00023,41859783,原创双靶小分子(标题层面),jmc100_core
95,2026,J Med Chem,Discovery and Characterization of a First-In-Class HCK/BTK PROTAC DFCI-002-06 for the Treatment of MYD88 Mutated B Cell Malignancies.,10.1021/acs.jmedchem.5c02444,https://doi.org/10.1021/acs.jmedchem.5c02444,41482966,降解剂/PROTAC类,jmc100_core
96,2026,J Med Chem,Discovery of Novel NO-Donor Containing hCA II Inhibitors with Retinal Ganglion Cell-Protective Effects for the Efficient Treatment of Glaucoma.,10.1021/acs.jmedchem.5c03033,https://doi.org/10.1021/acs.jmedchem.5c03033,41408653,原创双靶小分子(标题层面),jmc100_core
97,2026,Eur J Med Chem,"Dual-target mu opioid-dopamine D(3) receptor (MOR-D(3)R) ligands based on etonitazene: New leads for transforming ""nitazenes"" into novel analgesics.",10.1016/j.ejmech.2026.119079,https://doi.org/10.1016/j.ejmech.2026.119079,42361479,原创双靶小分子(标题层面),jmc100_core
98,2026,Eur J Med Chem,"Single molecule, dual actions: GSK-3β/AChE dual inhibition for Alzheimer's disease.",10.1016/j.ejmech.2026.119075,https://doi.org/10.1016/j.ejmech.2026.119075,42320199,原创双靶小分子(标题层面),jmc100_core
99,2026,Eur J Med Chem,"Design, synthesis and biological evaluation of EZH2/HDAC dual inhibitors for the treatment of lymphomas.",10.1016/j.ejmech.2026.119006,https://doi.org/10.1016/j.ejmech.2026.119006,42288027,原创双靶小分子(标题层面),jmc100_core
100,2026,Eur J Med Chem,Discovery of novel N-heterocycle-fused deoxypodophyllotoxin analogues as dual tubulin/PARP1 inhibitors for cancer treatment.,10.1016/j.ejmech.2026.119007,https://doi.org/10.1016/j.ejmech.2026.119007,42217374,原创双靶小分子(标题层面),jmc100_core
101,2025,Chem Sci,Multi-target macrocycles: pyrogallol derivatives to control multiple pathological factors associated with Alzheimer's disease.,10.1039/d4sc06417h,https://doi.org/10.1039/d4sc06417h,39660289,多靶大环/化学生物；Chem Sci：焦棓酚衍生物多病理因子,high_impact
102,2025,JACS,A Dual-Target and Dual-Mechanism Design Strategy by Combining Inhibition and Degradation Together.,10.1021/jacs.4c11930,https://doi.org/10.1021/jacs.4c11930,39622049,降解剂/PROTAC/双机制；JACS：mTOR抑制+GSPT1降解,high_impact
103,2025,JACS,Dual Inhibitors of SARS-CoV-2 3CL Protease and Human Cathepsin L Containing Glutamine Isosteres Are Anti-CoV-2 Agents.,10.1021/jacs.4c11620,https://doi.org/10.1021/jacs.4c11620,39746101,原创双靶小分子；JACS：3CLpro + cathepsin L,high_impact
104,2025,Nat Commun,Discovery of multi-target anti-gout agents from Eurycoma longifolia Jack through phenotypic screening and structural optimization.,10.1038/s41467-025-62645-6,https://doi.org/10.1038/s41467-025-62645-6,40790034,天然产物多靶；Nat Commun：东革阿里多靶抗痛风，需核小分子结构,high_impact
105,2025,Nat Commun,Targeting vascular adhesion protein-1 and myeloperoxidase with a dual inhibitor SNT-8370 in preclinical models of inflammatory disease.,10.1038/s41467-025-58454-6,https://doi.org/10.1038/s41467-025-58454-6,40210617,原创双靶小分子；Nat Commun：VAP-1/MPO 双抑制 SNT-8370,high_impact
106,2024,Cell Chem Biol,Differential network analysis of ROS1 inhibitors reveals lorlatinib polypharmacology through co-targeting PYK2.,10.1016/j.chembiol.2023.09.011,https://doi.org/10.1016/j.chembiol.2023.09.011,37848034,多药理学谱系；Cell Chem Biol：lorlatinib 多药理网络,high_impact
107,2024,Chem Sci,Structure-aware dual-target drug design through collaborative learning of pharmacophore combination and molecular simulation.,10.1039/d4sc00094c,https://doi.org/10.1039/d4sc00094c,38994407,计算方法(少湿实验)；Chem Sci：结构感知双靶设计方法，作方法参考,high_impact
108,2024,Nat Commun,Automated design of multi-target ligands by generative deep learning.,10.1038/s41467-024-52060-8,https://doi.org/10.1038/s41467-024-52060-8,39261471,AI设计+合成验证；Nat Commun：CLM多靶配体，FXR/sEH等,high_impact
109,2024,Nat Commun,De novo generation of multi-target compounds using deep generative chemistry.,10.1038/s41467-024-47120-y,https://doi.org/10.1038/s41467-024-47120-y,38710699,AI设计+合成验证；Nat Commun：POLYGON，MEK1/mTOR等,high_impact
110,2023,Nat Commun,Structure-based discovery of dual pathway inhibitors for SARS-CoV-2 entry.,10.1038/s41467-023-42527-5,https://doi.org/10.1038/s41467-023-42527-5,37990007,原创双靶小分子；Nat Commun：TMPRSS2+CTSL/CTSB,high_impact
111,2022,Cell Chem Biol,The non-canonical target PARP16 contributes to polypharmacology of the PARP inhibitor talazoparib and its synergy with WEE1 inhibitors.,10.1016/j.chembiol.2021.07.008,https://doi.org/10.1016/j.chembiol.2021.07.008,34329582,多药理学谱系；Cell Chem Biol：talazoparib 非经典靶 PARP16,high_impact
112,2022,Chem Sci,"Repurposing of intestinal defensins as multi-target, dual-function amyloid inhibitors via cross-seeding.",10.1039/d2sc01447e,https://doi.org/10.1039/d2sc01447e,35799805,肽/防御素多靶；Chem Sci：肠防御素多靶淀粉样+抗菌,high_impact
113,2021,Angew Chem Int Ed,Structure-Guided Design of G-Protein-Coupled Receptor Polypharmacology.,10.1002/anie.202101478,https://doi.org/10.1002/anie.202101478,33904641,多药理学设计；Angew：GPCR多药理学结构导向,high_impact
114,2021,Angew Chem Int Ed,The Design of a GLP-1/PYY Dual Acting Agonist.,10.1002/anie.202016464,https://doi.org/10.1002/anie.202016464,33448563,双靶激动/调节；Angew：GLP-1/PYY双激动,high_impact
115,2021,Cell Chem Biol,Evolution of kinase polypharmacology across HSP90 drug discovery.,10.1016/j.chembiol.2021.05.004,https://doi.org/10.1016/j.chembiol.2021.05.004,34077750,多药理学谱系；Cell Chem Biol：HSP90研发中的激酶多药理,high_impact
116,2021,Cell Chem Biol,Exploiting polypharmacology to dissect host kinases and kinase inhibitors that modulate endothelial barrier integrity.,10.1016/j.chembiol.2021.06.004,https://doi.org/10.1016/j.chembiol.2021.06.004,34216546,多药理学谱系；Cell Chem Biol：宿主激酶多药理,high_impact
117,2021,Chem Sci,Antimicrobial α-defensins as multi-target inhibitors against amyloid formation and microbial infection.,10.1039/d1sc01133b,https://doi.org/10.1039/d1sc01133b,34276942,肽/防御素多靶；Chem Sci：α-防御素多靶,high_impact
118,2020,Angew Chem Int Ed,Potent Dual BET/HDAC Inhibitors for Efficient Treatment of Pancreatic Cancer.,10.1002/anie.201915896,https://doi.org/10.1002/anie.201915896,31943585,原创双靶小分子；Angew：双BET/HDAC,high_impact
119,2020,Cell Chem Biol,Discovery of Covalent MKK4/7 Dual Inhibitor.,10.1016/j.chembiol.2020.08.014,https://doi.org/10.1016/j.chembiol.2020.08.014,32916088,原创双靶小分子；Cell Chem Biol：共价 MKK4/7,high_impact
120,2019,Cell Chem Biol,Divergent Polypharmacology-Driven Cellular Activity of Structurally Similar Multi-Kinase Inhibitors through Cumulative Effects on Individual Targets.,10.1016/j.chembiol.2019.06.003,https://doi.org/10.1016/j.chembiol.2019.06.003,31257184,多药理学谱系；Cell Chem Biol：结构相近多激酶抑制谱差异,high_impact
121,2019,Cell Chem Biol,Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.,10.1016/j.chembiol.2019.05.005,https://doi.org/10.1016/j.chembiol.2019.05.005,31178407,多药理学谱系；Cell Chem Biol：CDK4/6 抑制剂多组学多药理,high_impact
122,2019,JACS,Data-Driven Construction of Antitumor Agents with Controlled Polypharmacology.,10.1021/jacs.9b08660,https://doi.org/10.1021/jacs.9b08660,31497954,多药理学设计；JACS：数据驱动多靶抗肿瘤分子,high_impact
123,2026,Eur J Med Chem,"An adamantylureido-benzylamide aniline as FLAP/sEH dual inhibitor: Rational design, in vitro and in vivo lipidomic profiling.",10.1016/j.ejmech.2025.118338,https://doi.org/10.1016/j.ejmech.2025.118338,41197472,高分刊双靶小分子,ejmc_supplement
124,2026,Eur J Med Chem,Design and synthesis of c-Met/PARP dual-target inhibitors for the treatment of BRCA wild-type TNBC.,10.1016/j.ejmech.2026.118722,https://doi.org/10.1016/j.ejmech.2026.118722,41764804,高分刊双靶小分子,ejmc_supplement
125,2026,Eur J Med Chem,"Design, synthesis and bioactive evaluation of novel quinoline-linked sulfonamide-pyridine derivatives as PI3K/HDAC dual-target inhibitors.",10.1016/j.ejmech.2025.118170,https://doi.org/10.1016/j.ejmech.2025.118170,41046623,高分刊双靶小分子,ejmc_supplement
126,2026,Eur J Med Chem,"Design, synthesis and bioevaluation of novel combretastatin A-4 based derivatives as potent tubulin/HDAC6 dual-target inhibitors for cancer therapy.",10.1016/j.ejmech.2025.118456,https://doi.org/10.1016/j.ejmech.2025.118456,41351923,高分刊双靶小分子,ejmc_supplement
127,2026,Eur J Med Chem,"Design, synthesis and biological evaluation of novel guanidine-containing matrine derivatives as Topo I/II dual target inhibitors.",10.1016/j.ejmech.2026.118884,https://doi.org/10.1016/j.ejmech.2026.118884,42054768,高分刊双靶小分子,ejmc_supplement
128,2026,Eur J Med Chem,"Design, synthesis, and evaluation of dual-target inhibitors of acetylcholinesterase (AChE) and soluble epoxide hydrolase (sEH) for the treatment of Alzheimer's disease.",10.1016/j.ejmech.2026.118844,https://doi.org/10.1016/j.ejmech.2026.118844,42013744,高分刊双靶小分子,ejmc_supplement
129,2026,Eur J Med Chem,Discovery of 3-indolealkylamines as novel dual-target σ(1)R/H(3)R ligands with potent analgesia.,10.1016/j.ejmech.2026.118616,https://doi.org/10.1016/j.ejmech.2026.118616,41616703,双靶激动/调节为主,ejmc_supplement
130,2026,Eur J Med Chem,Discovery of novel bis-aryl urea-linked triazine derivatives as dual PI3K/mTOR inhibitors via scaffold hopping strategy and biological activity evaluations.,10.1016/j.ejmech.2026.118856,https://doi.org/10.1016/j.ejmech.2026.118856,41980403,高分刊双靶小分子,ejmc_supplement
131,2026,Eur J Med Chem,Discovery of the first dual PD-L1/JAK inhibitor with enhanced in vivo antitumor immunity.,10.1016/j.ejmech.2026.118605,https://doi.org/10.1016/j.ejmech.2026.118605,41581364,高分刊双靶小分子,ejmc_supplement
132,2026,Eur J Med Chem,Dual BRD4/AKT inhibition overcomes c-MYC-driven resistance in metastatic castration-resistant prostate cancer.,10.1016/j.ejmech.2026.118824,https://doi.org/10.1016/j.ejmech.2026.118824,41966583,高分刊双靶小分子,ejmc_supplement
133,2026,Eur J Med Chem,Exploring dual inhibitors Carbonic Anhydrases and Phosphodiesterase 5 as potential agents for treatment Alzheimer's disease.,10.1016/j.ejmech.2025.118404,https://doi.org/10.1016/j.ejmech.2025.118404,41330156,高分刊双靶小分子,ejmc_supplement
134,2026,Eur J Med Chem,"Multi-target pyrazolopyrimidine-coumarin derivatives as potent CA IX/XII and tubulin polymerization inhibitors: Design, synthesis, and biological evaluation.",10.1016/j.ejmech.2026.118789,https://doi.org/10.1016/j.ejmech.2026.118789,41905101,高分刊双靶小分子,ejmc_supplement
135,2026,Eur J Med Chem,"Quinazoline-based dual-target inhibitors disrupt influenza virus RNP complex: Rational design, synthesis and mechanistic validation of potent anti-influenza agents.",10.1016/j.ejmech.2025.118185,https://doi.org/10.1016/j.ejmech.2025.118185,41016189,高分刊双靶小分子,ejmc_supplement
136,2026,Eur J Med Chem,Rational design of dual PB2/JAK2 inhibitors achieving balanced antiviral and host-directed immunomodulatory effects.,10.1016/j.ejmech.2026.118642,https://doi.org/10.1016/j.ejmech.2026.118642,41691996,高分刊双靶小分子,ejmc_supplement
137,2026,Eur J Med Chem,"Synthesis and biological evaluation of phenanthridine derivatives as dual-target inhibitors of DNA topoisomerase IB (TOP1) and tyrosyl-DNA phosphodiesterase 1 (TDP1), and potential antitumor agents.",10.1016/j.ejmech.2025.118541,https://doi.org/10.1016/j.ejmech.2025.118541,41485276,高分刊双靶小分子,ejmc_supplement
138,2025,Eur J Med Chem,Achieving dual-target fluorescent probes for tracing and inhibiting BRD4/PLK1 in tumor cells and tissues synchronously.,10.1016/j.ejmech.2025.117886,https://doi.org/10.1016/j.ejmech.2025.117886,40554985,高分刊双靶小分子,ejmc_supplement
