document_chembl_id,source_type,title,journal,year,pubmed_id,doi,patent_id,publication_types,direct_url,chembl_url,pairs,ligands,targets,assay_chembl_ids,n_decisive_rows,required_action
CHEMBL2016534,article_unclassified,Highly Selective and Potent Thiophenes as PI3K Inhibitors with Oral Antitumor Activity.,ACS medicinal chemistry letters,2011,24900269,10.1021/ml200126j,,Journal Article,https://doi.org/10.1021/ml200126j,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2016534,PIK3CA/mTOR,PM48_08;PM48_24,PIK3CA;mTOR,CHEMBL2020200;CHEMBL2020201,3,classify_then_read_full_text_and_supporting_information
CHEMBL2046372,article_unclassified,"Design and synthesis of pyrrolo[3,2-d]pyrimidine human epidermal growth factor receptor 2 (HER2)/epidermal growth factor receptor (EGFR) dual inhibitors: exploration of novel back-pocket binders.",Journal of medicinal chemistry,2012,22439974,10.1021/jm300185p,,Journal Article,https://doi.org/10.1021/jm300185p,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2046372,EGFR/HER2,EH40_34,EGFR;HER2,CHEMBL2050648;CHEMBL2050649,2,classify_then_read_full_text_and_supporting_information
CHEMBL2062364,article_unclassified,Discovery and optimization of new benzimidazole- and benzoxazole-pyrimidone selective PI3Kβ inhibitors for the treatment of phosphatase and TENsin homologue (PTEN)-deficient cancers.,Journal of medicinal chemistry,2012,22524426,10.1021/jm300241b,,Journal Article,https://doi.org/10.1021/jm300241b,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2062364,PIK3CA/PIK3CB,PAB_066;PAB_067;PAB_071;PAB_074,PIK3CA;PIK3CB,CHEMBL2066371;CHEMBL2067455;CHEMBL2067456,8,classify_then_read_full_text_and_supporting_information
CHEMBL2062461,article_unclassified,"Synthesis, design and biological evaluation of novel highly potent tacrine congeners for the treatment of Alzheimer's disease.",European journal of medicinal chemistry,2012,22818849,10.1016/j.ejmech.2012.06.051,,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2012.06.051,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2062461,AChE/BChE,AB_015,AChE;BChE,CHEMBL2066007;CHEMBL2066010,2,classify_then_read_full_text_and_supporting_information
CHEMBL2086238,article_unclassified,"Identification of ETP-46321, a potent and orally bioavailable PI3K α, δ inhibitor.",Bioorganic & medicinal chemistry letters,2012,22520259,10.1016/j.bmcl.2012.03.090,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2012.03.090,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2086238,PIK3CA/mTOR,PM48_28,PIK3CA;mTOR,CHEMBL2092092;CHEMBL2092095,2,classify_then_read_full_text_and_supporting_information
CHEMBL2157925,article_unclassified,"Design, synthesis, and bioevaluation of benzamides: novel acetylcholinesterase inhibitors with multi-functions on butylcholinesterase, Aβ aggregation, and β-secretase.",Bioorganic & medicinal chemistry,2012,23041347,10.1016/j.bmc.2012.09.016,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2012.09.016,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2157925,AChE/BChE,AB_018,AChE,CHEMBL2162062,1,classify_then_read_full_text_and_supporting_information
CHEMBL2321654,article_unclassified,"Design, modification and 3D QSAR studies of novel naphthalin-containing pyrazoline derivatives with/without thiourea skeleton as anticancer agents.",Bioorganic & medicinal chemistry,2013,23391364,10.1016/j.bmc.2013.01.013,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2013.01.013,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2321654,EGFR/HER2,EH40_16,EGFR;HER2,CHEMBL2327214;CHEMBL2327216,2,classify_then_read_full_text_and_supporting_information
CHEMBL2384988,article_unclassified,"Discovery of 2-{3-[2-(1-isopropyl-3-methyl-1H-1,2-4-triazol-5-yl)-5,6-dihydrobenzo[f]imidazo[1,2-d][1,4]oxazepin-9-yl]-1H-pyrazol-1-yl}-2-methylpropanamide (GDC-0032): a β-sparing phosphoinositide 3-kinase inhibitor with high unbound exposure and robust in vivo antitumor activity.",Journal of medicinal chemistry,2013,23662903,10.1021/jm4003632,,Journal Article,https://doi.org/10.1021/jm4003632,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2384988,PIK3CA/mTOR,PM48_19,mTOR,CHEMBL2388228,1,classify_then_read_full_text_and_supporting_information
CHEMBL2417437,article_unclassified,"A hit to lead discovery of novel N-methylated imidazolo-, pyrrolo-, and pyrazolo-pyrimidines as potent and selective mTOR inhibitors.",Bioorganic & medicinal chemistry letters,2013,23932790,10.1016/j.bmcl.2013.07.027,,Journal Article,https://doi.org/10.1016/j.bmcl.2013.07.027,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2417437,PIK3CA/mTOR,PM48_41,PIK3CA;mTOR,CHEMBL2421129;CHEMBL2421130,2,classify_then_read_full_text_and_supporting_information
CHEMBL2417539,article_unclassified,"1-substituted (Dibenzo[b,d]thiophen-4-yl)-2-morpholino-4H-chromen-4-ones endowed with dual DNA-PK/PI3-K inhibitory activity.",Journal of medicinal chemistry,2013,23855836,10.1021/jm400915j,,Journal Article,https://doi.org/10.1021/jm400915j,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL2417539,PIK3CA/mTOR,PM48_31,PIK3CA;mTOR,CHEMBL2423427;CHEMBL2423428,2,classify_then_read_full_text_and_supporting_information
CHEMBL3045386,article_unclassified,Flavonoids as lead compounds modulating the enzyme targets in Alzheimer’s disease,Medicinal Chemistry Research,2013,,10.1007/s00044-012-0353-y,,,https://doi.org/10.1007/s00044-012-0353-y,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3045386,AChE/BChE,AB_041,AChE,CHEMBL3071788,1,classify_then_read_full_text_and_supporting_information
CHEMBL3112407,article_unclassified,Synthesis and biological evaluation of novel tricyclic oxazine and oxazepine fused quinazolines. Part 1: erlotinib analogs.,Bioorganic & medicinal chemistry letters,2014,24411123,10.1016/j.bmcl.2013.12.079,,Journal Article,https://doi.org/10.1016/j.bmcl.2013.12.079,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3112407,EGFR/HER2,EH120_073,EGFR;HER2,CHEMBL3118713;CHEMBL3118714,2,classify_then_read_full_text_and_supporting_information
CHEMBL3351642,article_unclassified,"Synthesis and structure-activity relationships of PI3K/mTOR dual inhibitors from a series of 2-amino-4-methylpyrido[2,3-d]pyrimidine derivatives.",Bioorganic & medicinal chemistry letters,2014,25139570,10.1016/j.bmcl.2014.07.073,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2014.07.073,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3351642,PIK3CA/mTOR,PM48_08,mTOR,CHEMBL3380578,1,classify_then_read_full_text_and_supporting_information
CHEMBL3351667,article_unclassified,A chemical tuned strategy to develop novel irreversible EGFR-TK inhibitors with improved safety and pharmacokinetic profiles.,Journal of medicinal chemistry,2014,25409491,10.1021/jm5014659,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm5014659,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3351667,EGFR/HER2,EH120_058;EH40_20,EGFR;HER2,CHEMBL3385194;CHEMBL3385196,4,classify_then_read_full_text_and_supporting_information
CHEMBL3352452,article_unclassified,Phosphoinositide-3-kinase inhibitors: evaluation of substituted alcohols as replacements for the piperazine sulfonamide portion of AMG 511.,Bioorganic & medicinal chemistry letters,2014,25466188,10.1016/j.bmcl.2014.10.085,,Journal Article,https://doi.org/10.1016/j.bmcl.2014.10.085,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3352452,PIK3CA/mTOR,PM48_29,mTOR,CHEMBL3379685,1,classify_then_read_full_text_and_supporting_information
CHEMBL3392967,article_unclassified,Phosphatidylinositol 3-Kinase (PI3K) and phosphatidylinositol 3-kinase-related kinase (PIKK) inhibitors: importance of the morpholine ring.,Journal of medicinal chemistry,2015,25387153,10.1021/jm501026z,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm501026z,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3392967,PIK3CA/mTOR,PM48_14,PIK3CA,CHEMBL3395875,1,classify_then_read_full_text_and_supporting_information
CHEMBL3608239,article_unclassified,"Identification and optimisation of a 4',5-bisthiazole series of selective phosphatidylinositol-3 kinase alpha inhibitors.",Bioorganic & medicinal chemistry letters,2015,26206504,10.1016/j.bmcl.2015.06.078,,Journal Article,https://doi.org/10.1016/j.bmcl.2015.06.078,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3608239,PIK3CA/PIK3CB,PAB_030;PAB_037;PAB_042;PAB_043;PAB_046,PIK3CA;PIK3CB,CHEMBL3611486;CHEMBL3611487,9,classify_then_read_full_text_and_supporting_information
CHEMBL3608263,article_unclassified,"Identification and optimisation of 4,5-dihydrobenzo[1,2-d:3,4-d]bisthiazole and 4,5-dihydrothiazolo[4,5-h]quinazoline series of selective phosphatidylinositol-3 kinase alpha inhibitors.",Bioorganic & medicinal chemistry letters,2015,26199119,10.1016/j.bmcl.2015.06.067,,Journal Article,https://doi.org/10.1016/j.bmcl.2015.06.067,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3608263,PIK3CA/PIK3CB,PAB_037,PIK3CA,CHEMBL3610609,1,classify_then_read_full_text_and_supporting_information
CHEMBL3632549,article_unclassified,"Targeting EGFR/HER2 tyrosine kinases with a new potent series of 6-substituted 4-anilinoquinazoline hybrids: Design, synthesis, kinase assay, cell-based assay, and molecular docking.",Bioorganic & medicinal chemistry letters,2015,26475520,10.1016/j.bmcl.2015.10.003,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2015.10.003,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3632549,EGFR/HER2,EH40_01;EH40_23,EGFR;HER2,CHEMBL3636784;CHEMBL3636785,4,classify_then_read_full_text_and_supporting_information
CHEMBL3638541,patent,,,2014,,,US-8772480-B2,,https://patents.google.com/patent/US8772480B2,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3638541,PIK3CA/mTOR,PM48_20;PM48_26;PM48_27;PM48_29,PIK3CA;mTOR,CHEMBL3706289;CHEMBL3706341,7,audit_patent_examples_and_assay_protocol
CHEMBL3639119,patent,,,2014,,,US-8623883-B2,,https://patents.google.com/patent/US8623883B2,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3639119,EGFR/HER2,EH40_13,EGFR;HER2,CHEMBL3705968;CHEMBL3887053;CHEMBL5729875,3,audit_patent_examples_and_assay_protocol
CHEMBL3763019,article_unclassified,Discovery of benzenesulfonamide derivatives as potent PI3K/mTOR dual inhibitors with in vivo efficacies against hepatocellular carcinoma.,Bioorganic & medicinal chemistry,2016,26819001,10.1016/j.bmc.2016.01.008,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2016.01.008,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3763019,PIK3CA/mTOR,PM48_01,mTOR,CHEMBL3766570,1,classify_then_read_full_text_and_supporting_information
CHEMBL3797054,article_unclassified,"Discovery of a series of 8-(2,3-dihydro-1,4-benzoxazin-4-ylmethyl)-2-morpholino-4-oxo-chromene-6-carboxamides as PI3Kβ/δ inhibitors for the treatment of PTEN-deficient tumours.",Bioorganic & medicinal chemistry letters,2016,26996374,10.1016/j.bmcl.2016.03.034,,Journal Article,https://doi.org/10.1016/j.bmcl.2016.03.034,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3797054,PIK3CA/PIK3CB,PAB_007;PAB_022,PIK3CA;PIK3CB,CHEMBL3802883;CHEMBL3802884;CHEMBL3802888;CHEMBL3802914,4,classify_then_read_full_text_and_supporting_information
CHEMBL3813614,article_unclassified,"Discovery of Clinical Development Candidate GDC-0084, a Brain Penetrant Inhibitor of PI3K and mTOR.",ACS medicinal chemistry letters,2016,27096040,10.1021/acsmedchemlett.6b00005,,Journal Article,https://doi.org/10.1021/acsmedchemlett.6b00005,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3813614,PIK3CA/mTOR,PM48_15;PM48_21,PIK3CA;mTOR,CHEMBL3816166;CHEMBL3816167,4,classify_then_read_full_text_and_supporting_information
CHEMBL3813636,article_unclassified,"Toward discovery of mutant EGFR inhibitors; Design, synthesis and in vitro biological evaluation of potent 4-arylamino-6-ureido and thioureido-quinazoline derivatives.",Bioorganic & medicinal chemistry,2016,27288180,10.1016/j.bmc.2016.05.063,,Journal Article,https://doi.org/10.1016/j.bmc.2016.05.063,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3813636,EGFR/HER2,EH40_33,EGFR;HER2,CHEMBL3815440;CHEMBL3815445,2,classify_then_read_full_text_and_supporting_information
CHEMBL3853319,article_unclassified,"Tyrosine Kinase Inhibitors. 20. Optimization of Substituted Quinazoline and Pyrido[3,4-d]pyrimidine Derivatives as Orally Active, Irreversible Inhibitors of the Epidermal Growth Factor Receptor Family.",Journal of medicinal chemistry,2016,27491023,10.1021/acs.jmedchem.6b00883,,Journal Article,https://doi.org/10.1021/acs.jmedchem.6b00883,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3853319,EGFR/HER2,EH40_11,EGFR;HER2,CHEMBL3854863;CHEMBL3854864,2,classify_then_read_full_text_and_supporting_information
CHEMBL3864168,article_unclassified,Imidazopyridazine Inhibitors of PI3Kβ.,ACS medicinal chemistry letters,2016,27994725,10.1021/acsmedchemlett.6b00406,,Editorial,https://doi.org/10.1021/acsmedchemlett.6b00406,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3864168,PIK3CA/PIK3CB,PAB_080;PAB_084,PIK3CA;PIK3CB,CHEMBL3865232;CHEMBL3865233,4,classify_then_read_full_text_and_supporting_information
CHEMBL3870325,article_unclassified,"Synthesis and investigation of novel 6-(1,2,3-triazol-4-yl)-4-aminoquinazolin derivatives possessing hydroxamic acid moiety for cancer therapy.",Bioorganic & medicinal chemistry,2017,27769671,10.1016/j.bmc.2016.10.006,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2016.10.006,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3870325,EGFR/HER2,EH40_06,EGFR;HER2,CHEMBL3870704;CHEMBL3870705,2,classify_then_read_full_text_and_supporting_information
CHEMBL3882729,patent,Receptor-type kinase modulators and methods of use,,2009,,,US-20090318373-A1,,https://patents.google.com/patent/US20090318373A1,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3882729,EGFR/HER2,EH120_063,EGFR,CHEMBL3883067,1,audit_patent_examples_and_assay_protocol
CHEMBL3886356,patent,Inhibitors of bruton's tyrosine kinase,,2015,,,US-9181263-B2,,https://patents.google.com/patent/US9181263B2,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3886356,EGFR/HER2,EH120_045;EH120_071,EGFR;HER2,CHEMBL3887533;CHEMBL3887534,5,audit_patent_examples_and_assay_protocol
CHEMBL3992535,article_unclassified,"Design, synthesis and biological evaluation of quinazoline-phosphoramidate mustard conjugates as anticancer drugs.",European journal of medicinal chemistry,2017,28092860,10.1016/j.ejmech.2016.12.055,,Journal Article,https://doi.org/10.1016/j.ejmech.2016.12.055,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3992535,EGFR/HER2,EH120_056;EH120_068,EGFR;HER2,CHEMBL3993803;CHEMBL3993804,4,classify_then_read_full_text_and_supporting_information
CHEMBL3994595,article_unclassified,"Design, synthesis, docking and QSAR study of substituted benzimidazole linked oxadiazole as cytotoxic agents, EGFR and erbB2 receptor inhibitors.",European journal of medicinal chemistry,2017,27987485,10.1016/j.ejmech.2016.12.014,,Journal Article,https://doi.org/10.1016/j.ejmech.2016.12.014,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL3994595,EGFR/HER2,EH120_103;EH120_104;EH120_105;EH120_106,EGFR;HER2,CHEMBL3995335;CHEMBL3995336,12,classify_then_read_full_text_and_supporting_information
CHEMBL4017490,article_unclassified,"Design, Synthesis, and Pharmacological Evaluation of Novel Multisubstituted Pyridin-3-amine Derivatives as Multitargeted Protein Kinase Inhibitors for the Treatment of Non-Small Cell Lung Cancer.",Journal of medicinal chemistry,2017,28714692,10.1021/acs.jmedchem.7b00076,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/acs.jmedchem.7b00076,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4017490,EGFR/HER2,EH120_053,EGFR;HER2,CHEMBL4018632;CHEMBL4018643,2,classify_then_read_full_text_and_supporting_information
CHEMBL4017506,article_unclassified,"5-(4,6-Dimorpholino-1,3,5-triazin-2-yl)-4-(trifluoromethyl)pyridin-2-amine (PQR309), a Potent, Brain-Penetrant, Orally Bioavailable, Pan-Class I PI3K/mTOR Inhibitor as Clinical Candidate in Oncology.",Journal of medicinal chemistry,2017,28829592,10.1021/acs.jmedchem.7b00930,,Journal Article,https://doi.org/10.1021/acs.jmedchem.7b00930,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4017506,PIK3CA/mTOR,PM48_06;PM48_09;PM48_12,PIK3CA;mTOR,CHEMBL4019279;CHEMBL4019283,6,classify_then_read_full_text_and_supporting_information
CHEMBL4020805,article_unclassified,"Design, synthesis and SAR of new-di-substituted pyridopyrimidines as ATP-competitive dual PI3Kα/mTOR inhibitors.",Bioorganic & medicinal chemistry letters,2017,28571824,10.1016/j.bmcl.2017.05.044,,Journal Article,https://doi.org/10.1016/j.bmcl.2017.05.044,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4020805,PIK3CA/mTOR,PM48_02,mTOR,CHEMBL4022584,1,classify_then_read_full_text_and_supporting_information
CHEMBL4190343,article_unclassified,"Novel deoxyvasicinone derivatives as potent multitarget-directed ligands for the treatment of Alzheimer's disease: Design, synthesis, and biological evaluation.",European journal of medicinal chemistry,2017,28923380,10.1016/j.ejmech.2017.09.008,,Journal Article,https://doi.org/10.1016/j.ejmech.2017.09.008,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4190343,AChE/BChE,AB_012;AB_023,AChE;BChE,CHEMBL4193992;CHEMBL4193993,4,classify_then_read_full_text_and_supporting_information
CHEMBL4229349,article_unclassified,Challenging clinically unresponsive medullary thyroid cancer: Discovery and pharmacological activity of novel RET inhibitors.,European journal of medicinal chemistry,2018,29549836,10.1016/j.ejmech.2018.02.080,,Journal Article,https://doi.org/10.1016/j.ejmech.2018.02.080,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4229349,EGFR/HER2,EH120_054,HER2,CHEMBL4231214,1,classify_then_read_full_text_and_supporting_information
CHEMBL4270530,article_unclassified,"Surmounting the resistance against EGFR inhibitors through the development of thieno[2,3-d]pyrimidine-based dual EGFR/HER2 inhibitors.",European journal of medicinal chemistry,2018,29902719,10.1016/j.ejmech.2018.06.011,,Journal Article,https://doi.org/10.1016/j.ejmech.2018.06.011,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4270530,EGFR/HER2,EH120_061;EH120_062;EH120_072,EGFR;HER2,CHEMBL4272061;CHEMBL4272062,6,classify_then_read_full_text_and_supporting_information
CHEMBL4270563,article_unclassified,Neurogenic and neuroprotective donepezil-flavonoid hybrids with sigma-1 affinity and inhibition of key enzymes in Alzheimer's disease.,European journal of medicinal chemistry,2018,30025348,10.1016/j.ejmech.2018.07.026,,Journal Article,https://doi.org/10.1016/j.ejmech.2018.07.026,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4270563,AChE/BChE,AB_047,AChE;BChE,CHEMBL4273241;CHEMBL4273242,2,classify_then_read_full_text_and_supporting_information
CHEMBL4270669,article_unclassified,"Discovery and Preclinical Characterization of 5-[4,6-Bis({3-oxa-8-azabicyclo[3.2.1]octan-8-yl})-1,3,5-triazin-2-yl]-4-(difluoromethyl)pyridin-2-amine (PQR620), a Highly Potent and Selective mTORC1/2 Inhibitor for Cancer and Neurological Disorders.",Journal of medicinal chemistry,2018,30359003,10.1021/acs.jmedchem.8b01262,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/acs.jmedchem.8b01262,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4270669,PIK3CA/mTOR,PM48_11;PM48_13;PM48_40,PIK3CA;mTOR,CHEMBL4276429;CHEMBL4276430,6,classify_then_read_full_text_and_supporting_information
CHEMBL4373732,review_article,Phosphatidylinositol 3 kinase (PI3K) inhibitors as new weapon to combat cancer.,European journal of medicinal chemistry,2019,31581005,10.1016/j.ejmech.2019.111718,,Journal Article;Review,https://doi.org/10.1016/j.ejmech.2019.111718,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4373732,PIK3CA/mTOR,PM48_05;PM48_16,PIK3CA;mTOR,CHEMBL4376357;CHEMBL4376361,2,trace_each_value_to_cited_primary_source
CHEMBL4414631,article_unclassified,Free-Wilson Analysis of Comprehensive Data on Phosphoinositide-3-kinase (PI3K) Inhibitors Reveals Importance of N-Methylation for PI3Kδ Activity.,J Med Chem,2019,31647659,10.1021/acs.jmedchem.9b01499,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/acs.jmedchem.9b01499,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4414631,PIK3CA/PIK3CB,PAB_041,PIK3CA;PIK3CB,CHEMBL4416684;CHEMBL4416686,2,classify_then_read_full_text_and_supporting_information
CHEMBL4428080,article_unclassified,Discovery and Pharmacological Characterization of Novel Quinazoline-Based PI3K Delta-Selective Inhibitors.,ACS Med Chem Lett,2016,27563400,10.1021/acsmedchemlett.6b00119,,Journal Article,https://doi.org/10.1021/acsmedchemlett.6b00119,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4428080,PIK3CA/PIK3CB,PAB_038,PIK3CA;PIK3CB,CHEMBL4430040;CHEMBL4430044,2,classify_then_read_full_text_and_supporting_information
CHEMBL4665812,primary_article,Targeting Her2-insYVMA with Covalent Inhibitors-A Focused Compound Screening and Structure-Based Design Approach,Journal of medicinal chemistry,2020 Oct 22,32931277,10.1021/acs.jmedchem.0c00870,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/acs.jmedchem.0c00870,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4665812,EGFR/HER2,EH120_047;EH40_02,EGFR,CHEMBL4670930;CHEMBL4670931,3,read_full_text_and_supporting_information
CHEMBL4680246,primary_article,"Design, synthesis and biological evaluation of novel O-carbamoyl ferulamide derivatives as multi-target-directed ligands for the treatment of Alzheimer's disease",,,,10.1016/j.ejmech.2020.112265,,,https://doi.org/10.1016/j.ejmech.2020.112265,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4680246,AChE/BChE,AB_089;AB_091;AB_094,AChE;BChE,CHEMBL4686680;CHEMBL4686681,6,read_full_text_and_supporting_information
CHEMBL4765307,primary_article,Structure-Based Drug Design and Synthesis of PI3Kalpha-Selective Inhibitor (PF-06843195),Journal of medicinal chemistry,2021 Jan 14,33356246,10.1021/acs.jmedchem.0c01652,,Journal Article,https://doi.org/10.1021/acs.jmedchem.0c01652,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4765307,PIK3CA/mTOR,PM48_22,mTOR,CHEMBL4769547,1,read_full_text_and_supporting_information
CHEMBL4831512,article_unclassified,Discovery and Toxicological Profiling of Aminopyridines as Orally Bioavailable Selective Inhibitors of PI3-Kinase γ.,Journal of medicinal chemistry,2021,34384024,10.1021/acs.jmedchem.1c00986,,Journal Article,https://doi.org/10.1021/acs.jmedchem.1c00986,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL4831512,PIK3CA/PIK3CB,PAB_016,PIK3CA,CHEMBL4832742,1,classify_then_read_full_text_and_supporting_information
CHEMBL5046229,article_unclassified,Structural effects of morpholine replacement in ZSTK474 on Class I PI3K isoform inhibition: Development of novel MEK/PI3K bifunctional inhibitors.,European journal of medicinal chemistry,2022,34802837,10.1016/j.ejmech.2021.113996,,Journal Article,https://doi.org/10.1016/j.ejmech.2021.113996,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5046229,PIK3CA/mTOR,PM48_18,PIK3CA,CHEMBL5046922,1,classify_then_read_full_text_and_supporting_information
CHEMBL5108025,article_unclassified,"New thiazole-based derivatives as EGFR/HER2 and DHFR inhibitors: Synthesis, molecular modeling simulations and anticancer activity.",European journal of medicinal chemistry,2022,35964425,10.1016/j.ejmech.2022.114661,,Journal Article,https://doi.org/10.1016/j.ejmech.2022.114661,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5108025,EGFR/HER2,EH40_14,EGFR;HER2,CHEMBL5110647;CHEMBL5110648,2,classify_then_read_full_text_and_supporting_information
CHEMBL5131445,primary_article,Optimization of a novel piperazinone series as potent selective peripheral covalent BTK inhibitors,Bioorganic & medicinal chemistry letters,2022 Mar 15,35041943,10.1016/j.bmcl.2022.128549,,Journal Article,https://doi.org/10.1016/j.bmcl.2022.128549,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5131445,EGFR/HER2,EH120_045,HER2,CHEMBL5133798,1,read_full_text_and_supporting_information
CHEMBL5154805,article_unclassified,From tryptophan-based amides to tertiary amines: Optimization of a butyrylcholinesterase inhibitor series.,European journal of medicinal chemistry,2022,35299116,10.1016/j.ejmech.2022.114248,,Journal Article,https://doi.org/10.1016/j.ejmech.2022.114248,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5154805,AChE/BChE,AB_070;AB_074;AB_082,AChE;BChE,CHEMBL5161925;CHEMBL5161926,6,classify_then_read_full_text_and_supporting_information
CHEMBL5154811,article_unclassified,"Discovery of SPH5030, a Selective, Potent, and Irreversible Tyrosine Kinase Inhibitor for HER2-Amplified and HER2-Mutant Cancer Treatment.",Journal of medicinal chemistry,2022,35319895,10.1021/acs.jmedchem.1c00710,,Journal Article,https://doi.org/10.1021/acs.jmedchem.1c00710,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5154811,EGFR/HER2,EH120_050,EGFR;HER2,CHEMBL5162302;CHEMBL5162303,2,classify_then_read_full_text_and_supporting_information
CHEMBL5210307,article_unclassified,Affinity Biochemical Literature for EUbOPEN Chemogenomics Library wave 3,,2023,,10.6019/chembl5210307,,,https://doi.org/10.6019/chembl5210307,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5210307,PIK3CA/mTOR,PM48_02,PIK3CA,CHEMBL5210394,1,classify_then_read_full_text_and_supporting_information
CHEMBL5214883,review_article,Comprehensive review for anticancer hybridized multitargeting HDAC inhibitors.,European journal of medicinal chemistry,2021,33077264,10.1016/j.ejmech.2020.112904,,Journal Article;Review,https://doi.org/10.1016/j.ejmech.2020.112904,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5214883,PIK3CA/mTOR,PM48_05,PIK3CA,CHEMBL5215112,1,trace_each_value_to_cited_primary_source
CHEMBL5214926,article_unclassified,Recent contribution of medicinally active 2-aminothiophenes: A privileged scaffold for drug discovery.,Eur J Med Chem,2022,35696863,10.1016/j.ejmech.2022.114502,,,https://doi.org/10.1016/j.ejmech.2022.114502,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5214926,EGFR/HER2,EH120_041;EH120_042,EGFR;HER2,CHEMBL5216306;CHEMBL5216307,4,classify_then_read_full_text_and_supporting_information
CHEMBL5230127,review_article,Research progress of mTOR inhibitors.,European journal of medicinal chemistry,2020,32966896,10.1016/j.ejmech.2020.112820,,Journal Article;Review,https://doi.org/10.1016/j.ejmech.2020.112820,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL5230127,PIK3CA/mTOR,PM48_14,mTOR,CHEMBL5231759,1,trace_each_value_to_cited_primary_source
