pair,pubmed_id,doi,patent_id
EGFR/HER2,28734581,10.1016/j.bmcl.2017.07.009,
EGFR/HER2,28628824,10.1016/j.ejmech.2017.06.016,
EGFR/HER2,29715023,10.1021/acs.jmedchem.8b00441,
EGFR/HER2,30216722,10.1021/acs.jmedchem.8b01147,
EGFR/HER2,29567295,10.1016/j.bmc.2018.03.017,
EGFR/HER2,30006143,10.1016/j.bmc.2018.07.007,
EGFR/HER2,30077608,10.1016/j.bmc.2018.07.047,
EGFR/HER2,30122225,10.1016/j.bmcl.2018.07.008,
EGFR/HER2,29146136,10.1016/j.ejmech.2017.10.080,
EGFR/HER2,30108918,10.1039/c7md00571g,
EGFR/HER2,30108960,10.1039/c8md00019k,
EGFR/HER2,30243592,10.1016/j.bmcl.2018.09.018,
EGFR/HER2,30290988,10.1016/j.bmcl.2018.09.033,
EGFR/HER2,29398441,10.1016/j.bmc.2018.01.008,
EGFR/HER2,30380865,10.1021/acs.jmedchem.8b00975,
EGFR/HER2,28986130,10.1016/j.ejmech.2017.09.024,
EGFR/HER2,30857748,10.1016/j.bmcl.2019.03.005,
EGFR/HER2,31622099,10.1021/acs.jmedchem.9b01346,
EGFR/HER2,30343954,10.1016/j.bmcl.2018.10.020,
EGFR/HER2,31083997,10.1021/acs.jmedchem.9b00472,
EGFR/HER2,30875504,10.1016/j.ejmech.2019.02.077,
EGFR/HER2,31395509,10.1016/j.bmc.2019.07.043,
EGFR/HER2,32083858,10.1021/acs.jmedchem.9b01916,
EGFR/HER2,31234030,10.1016/j.ejmech.2019.06.035,
EGFR/HER2,30881616,10.1039/c8md00413g,
EGFR/HER2,30522954,10.1016/j.bmcl.2018.11.051,
EGFR/HER2,30655951,10.1021/acsmedchemlett.8b00461,
EGFR/HER2,30943029,10.1021/acs.jmedchem.9b00189,
EGFR/HER2,31221612,10.1016/j.bmc.2019.06.023,
EGFR/HER2,31229421,10.1016/j.bmc.2019.06.009,
EGFR/HER2,31381333,10.1021/acs.jmedchem.9b00687,
EGFR/HER2,30605829,10.1016/j.ejmech.2018.12.055,
EGFR/HER2,30768270,10.1021/acs.jmedchem.9b00102,
EGFR/HER2,31843459,10.1016/j.bmc.2019.115236,
EGFR/HER2,31879210,10.1016/j.bmcl.2019.126877,
EGFR/HER2,31866272,10.1016/j.bmc.2019.115254,
EGFR/HER2,30893553,10.1021/acs.jmedchem.9b00167,
EGFR/HER2,31620235,10.1021/acsmedchemlett.9b00317,
EGFR/HER2,32432477,10.1021/acs.jmedchem.0c00507,
EGFR/HER2,32463237,10.1021/acs.jmedchem.0c00262,
EGFR/HER2,33609659,10.1016/j.bmcl.2021.127862,
EGFR/HER2,29324347,10.1016/j.ejmech.2017.12.079,
EGFR/HER2,33359446,10.1016/j.bmcl.2020.127757,
EGFR/HER2,32527559,10.1016/j.bmcl.2020.127261,
EGFR/HER2,33062165,10.1021/acsmedchemlett.9b00395,
EGFR/HER2,32402933,10.1016/j.ejmech.2020.112339,
EGFR/HER2,32731189,10.1016/j.ejmech.2020.112636,
EGFR/HER2,34237622,10.1016/j.ejmech.2021.113674,
EGFR/HER2,34672559,10.1021/acs.jmedchem.1c01559,
EGFR/HER2,34448571,10.1021/acs.jmedchem.1c01026,
EGFR/HER2,35099969,10.1021/acs.jmedchem.1c02208,
EGFR/HER2,34529443,10.1021/acs.jmedchem.1c01279,
EGFR/HER2,35939993,10.1016/j.ejmech.2022.114611,
EGFR/HER2,36561076,10.1039/d2md00216g,
EGFR/HER2,35594541,10.1021/acs.jmedchem.2c00030,
EGFR/HER2,35831917,10.1021/acs.jmedchem.2c00568,
EGFR/HER2,34839996,10.1016/j.ejmech.2021.114009,
EGFR/HER2,35247756,10.1016/j.ejmech.2022.114232,
EGFR/HER2,35041943,10.1016/j.bmcl.2022.128549,
EGFR/HER2,35671249,10.1021/acs.jmedchem.2c00324,
EGFR/HER2,35104138,10.1021/acs.jnatprod.1c01085,
EGFR/HER2,33540357,10.1016/j.ejmech.2021.113218,
EGFR/HER2,33740548,10.1016/j.ejmech.2021.113329,
EGFR/HER2,36439976,10.1039/d2md00206j,
EGFR/HER2,35163125,10.3390/ijms23031203,
EGFR/HER2,36538993,10.1016/j.bmcl.2022.129108,
EGFR/HER2,33773287,10.1016/j.ejmech.2021.113356,
EGFR/HER2,34479103,10.1016/j.bmc.2021.116358,
EGFR/HER2,36324498,10.1039/d2md00139j,
EGFR/HER2,32698111,10.1016/j.ejmech.2020.112539,
EGFR/HER2,36802596,10.1021/acs.jmedchem.2c01507,
EGFR/HER2,36912866,10.1021/acs.jmedchem.2c01938,
EGFR/HER2,36923918,10.1021/acsmedchemlett.2c00523,
EGFR/HER2,37119666,10.1016/j.ejmech.2023.115403,
EGFR/HER2,37058971,10.1016/j.ejmech.2023.115286,
EGFR/HER2,37593574,10.1039/d3md00216k,
EGFR/HER2,37944414,10.1016/j.bmc.2023.117354,
EGFR/HER2,36155354,10.1016/j.ejmech.2022.114742,
EGFR/HER2,38300987,10.1021/acs.jmedchem.3c01007,
EGFR/HER2,36462441,10.1016/j.ejmech.2022.114940,
EGFR/HER2,37163946,10.1016/j.ejmech.2023.115460,
EGFR/HER2,38060537,10.1021/acs.jmedchem.3c01236,
EGFR/HER2,36399923,10.1016/j.ejmech.2022.114913,
EGFR/HER2,38635563,10.1021/acs.jmedchem.4c00072,
EGFR/HER2,38820338,10.1021/acs.jmedchem.4c00978,
EGFR/HER2,38711345,10.1021/acs.jmedchem.3c01825,
EGFR/HER2,38564512,10.1021/acs.jmedchem.3c02008,
EGFR/HER2,38321747,10.1021/acs.jmedchem.3c01414,
EGFR/HER2,37989057,10.1016/j.ejmech.2023.115935,
EGFR/HER2,39119945,10.1021/acs.jmedchem.3c01927,
EGFR/HER2,38852338,10.1016/j.ejmech.2024.116540,
EGFR/HER2,37801827,10.1016/j.ejmech.2023.115835,
EGFR/HER2,27903679,10.1158/1078-0432.ccr-16-0463,
EGFR/HER2,26641137,10.1056/nejmoa1509981,
EGFR/HER2,31909200,10.1038/s42003-019-0723-9,
EGFR/HER2,23594111,10.1021/cb4000629,
EGFR/HER2,,10.6019/chembl5724562,
EGFR/HER2,,,US-9580432-B2
EGFR/HER2,,,US-10112922-B2
EGFR/HER2,,,US-10124003-B2
EGFR/HER2,,,US-10711006-B2
EGFR/HER2,,,US-10793576-B2
EGFR/HER2,,,US-10793575-B2
EGFR/HER2,,,US-10835536-B2
EGFR/HER2,,,US-10919899-B2
EGFR/HER2,,,US-11078206-B2
EGFR/HER2,,,US-11084823-B2
EGFR/HER2,,,US-11186578-B2
EGFR/HER2,,,US-11339167-B2
EGFR/HER2,,,US-11407754-B2
EGFR/HER2,39128361,10.1016/j.bmc.2024.117870,
EGFR/HER2,40015119,10.1016/j.bmc.2025.118116,
EGFR/HER2,39255645,10.1016/j.ejmech.2024.116838,
EGFR/HER2,40191988,10.1021/acs.jmedchem.5c00439,
EGFR/HER2,39953991,10.1021/acs.jmedchem.4c01947,
EGFR/HER2,16055332,10.1016/j.bmcl.2005.06.068,
EGFR/HER2,16111887,10.1016/j.bmcl.2005.07.027,
EGFR/HER2,16480284,10.1021/jm050936o,
EGFR/HER2,22439974,10.1021/jm300185p,
EGFR/HER2,16483772,10.1016/j.bmcl.2006.01.111,
EGFR/HER2,11495584,10.1021/jm0005555,
EGFR/HER2,23391364,10.1016/j.bmc.2013.01.013,
EGFR/HER2,11881999,10.1021/jm011022e,
EGFR/HER2,12477352,10.1021/jm020899q,
EGFR/HER2,15743202,10.1021/jm049538w,
EGFR/HER2,16302797,10.1021/jm050559f,
EGFR/HER2,16275072,10.1016/j.bmcl.2005.10.058,
EGFR/HER2,16321531,10.1016/j.bmcl.2005.11.033,
EGFR/HER2,16364640,10.1016/j.bmcl.2005.11.105,
EGFR/HER2,16460936,10.1016/j.bmcl.2005.12.090,
EGFR/HER2,16806916,10.1016/j.bmcl.2006.06.054,
EGFR/HER2,17188873,10.1016/j.bmcl.2006.11.087,
EGFR/HER2,19101155,10.1016/j.bmc.2008.11.049,
EGFR/HER2,18620382,10.1021/jm800566m,
EGFR/HER2,18640036,10.1016/j.bmcl.2008.06.083,
EGFR/HER2,20409618,10.1016/j.ejmech.2010.03.017,
EGFR/HER2,20869793,10.1016/j.ejmech.2010.09.002,
EGFR/HER2,21353546,10.1016/j.bmcl.2011.01.137,
EGFR/HER2,21862183,10.1016/j.ejmech.2011.07.045,
EGFR/HER2,22169262,10.1016/j.bmcl.2011.11.061,
EGFR/HER2,22749189,10.1016/j.ejmech.2012.06.005,
EGFR/HER2,,10.1039/c0md00183j,
EGFR/HER2,24801610,10.1021/jm500034j,
EGFR/HER2,25232968,10.1016/j.ejmech.2014.09.023,
EGFR/HER2,25625428,10.1021/jm501464c,
EGFR/HER2,26475519,10.1016/j.bmcl.2015.10.006,
EGFR/HER2,26590508,10.1016/j.ejmech.2015.10.053,
EGFR/HER2,26741358,10.1016/j.ejmech.2015.12.033,
EGFR/HER2,26874741,10.1016/j.ejmech.2016.01.039,
EGFR/HER2,26995527,10.1016/j.bmcl.2016.03.012,
EGFR/HER2,,10.1039/c5md00556f,
EGFR/HER2,27688180,10.1016/j.ejmech.2016.09.039,
EGFR/HER2,29189002,10.1021/acs.jmedchem.7b01091,
EGFR/HER2,28942113,10.1016/j.ejmech.2017.09.015,
EGFR/HER2,29549836,10.1016/j.ejmech.2018.02.080,
EGFR/HER2,30309671,10.1016/j.bmc.2018.09.031,
EGFR/HER2,,10.6019/chembl4295262,
EGFR/HER2,31306818,10.1016/j.ejmech.2019.06.070,
EGFR/HER2,31488358,10.1016/j.bmc.2019.06.001,
EGFR/HER2,30878832,10.1016/j.ejmech.2019.03.004,
EGFR/HER2,32292556,10.1021/acsmedchemlett.9b00615,
EGFR/HER2,31387063,10.1016/j.ejmech.2019.07.055,
EGFR/HER2,31327679,10.1016/j.bmc.2019.07.007,
EGFR/HER2,31223440,10.1021/acsmedchemlett.8b00564,
EGFR/HER2,,,EP-2674161-A1
EGFR/HER2,30826508,10.1016/j.ejmech.2019.02.050,
EGFR/HER2,32320239,10.1021/acs.jmedchem.0c00491,
EGFR/HER2,29133048,10.1016/j.ejmech.2017.09.018,
EGFR/HER2,34246754,10.1016/j.bmcl.2021.128258,
EGFR/HER2,33234343,10.1016/j.ejmech.2020.112994,
EGFR/HER2,34351741,10.1021/acs.jmedchem.1c00678,
EGFR/HER2,35483322,10.1016/j.ejmech.2022.114346,
EGFR/HER2,34323489,10.1021/acs.jmedchem.1c00876,
EGFR/HER2,34402300,10.1021/acs.jmedchem.0c02167,
EGFR/HER2,33077264,10.1016/j.ejmech.2020.112904,
EGFR/HER2,35944339,10.1016/j.ejmech.2022.114628,
EGFR/HER2,36279692,10.1016/j.ejmech.2022.114856,
EGFR/HER2,26629594,10.1021/acs.jmedchem.5b01582,
EGFR/HER2,36395650,10.1016/j.ejmech.2022.114912,
EGFR/HER2,38728867,10.1016/j.ejmech.2024.116472,
EGFR/HER2,38056299,10.1016/j.ejmech.2023.115977,
EGFR/HER2,38484122,10.1021/acs.jmedchem.3c02319,
EGFR/HER2,38744018,10.1016/j.bmc.2024.117749,
EGFR/HER2,37453330,10.1016/j.ejmech.2023.115626,
EGFR/HER2,37922829,10.1016/j.ejmech.2023.115918,
EGFR/HER2,,10.6019/chembl5724709,
EGFR/HER2,,10.6019/chembl5724796,
EGFR/HER2,,,US-10584114-B2
EGFR/HER2,39246743,10.1039/d4md00384e,
EGFR/HER2,39437576,10.1016/j.ejmech.2024.116948,
EGFR/HER2,39316846,10.1016/j.ejmech.2024.116891,
EGFR/HER2,18313293,10.1016/j.bmcl.2008.02.035,
EGFR/HER2,18061446,10.1016/j.bmcl.2007.11.052,
EGFR/HER2,18508264,10.1016/j.bmcl.2008.05.024,
EGFR/HER2,18182285,10.1016/j.bmcl.2007.12.035,
EGFR/HER2,12502359,10.1021/jm020241c,
EGFR/HER2,15006373,10.1016/j.bmcl.2004.01.034,
EGFR/HER2,15177440,10.1016/j.bmcl.2004.04.080,
EGFR/HER2,17689836,10.1016/j.ejmech.2007.06.006,
EGFR/HER2,,10.1007/s00044-004-0105-8,
EGFR/HER2,12270190,10.1016/s0960-894x(02)00577-2,
EGFR/HER2,14552782,10.1016/j.bmcl.2003.07.001,
EGFR/HER2,12113830,10.1016/s0960-894x(02)00302-5,
EGFR/HER2,11689083,10.1021/jm0102250,
EGFR/HER2,15027848,10.1021/jm0499458,
EGFR/HER2,12941315,10.1016/s0960-894x(03)00628-0,
EGFR/HER2,15080999,10.1016/j.bmcl.2004.02.035,
EGFR/HER2,15745832,10.1016/j.bmcl.2005.01.004,
EGFR/HER2,15916442,10.1021/jm050175p,
EGFR/HER2,16125383,10.1016/j.bmcl.2005.07.061,
EGFR/HER2,16161995,10.1021/jm050512u,
EGFR/HER2,16220969,10.1021/jm058225d,
EGFR/HER2,16970400,10.1021/jm060380k,
EGFR/HER2,17181170,10.1021/jm061031t,
EGFR/HER2,17905586,10.1016/j.bmc.2007.09.028,
EGFR/HER2,18485715,10.1016/j.bmc.2008.04.065,
EGFR/HER2,18930653,10.1016/j.bmcl.2008.10.006,
EGFR/HER2,19321350,10.1016/j.bmc.2009.02.054,
EGFR/HER2,19632113,10.1016/j.bmcl.2009.07.043,
EGFR/HER2,20166671,10.1021/jm901132v,
EGFR/HER2,20363128,10.1016/j.bmcl.2010.03.025,
EGFR/HER2,19039322,10.1038/leu.2008.334,
EGFR/HER2,21459579,10.1016/j.bmc.2011.03.021,
EGFR/HER2,,10.6019/chembl1201861,
EGFR/HER2,25699576,10.1021/jm501929n,
EGFR/HER2,26814890,10.1021/acs.jmedchem.5b01841,
EGFR/HER2,26789553,10.1021/acs.jmedchem.5b01618,
EGFR/HER2,,10.1039/c5md00462d,
EGFR/HER2,26555154,10.1021/acs.jmedchem.5b01273,
EGFR/HER2,27687671,10.1016/j.bmcl.2016.09.009,
EGFR/HER2,27940419,10.1016/j.ejmech.2016.11.003,
EGFR/HER2,28792760,10.1021/acs.jmedchem.7b00996,
EGFR/HER2,29624387,10.1021/acs.jmedchem.8b00035,
EGFR/HER2,30137981,10.1021/acs.jmedchem.8b01040,
EGFR/HER2,29941193,10.1016/j.bmc.2018.06.027,
EGFR/HER2,30388464,10.1016/j.ejmech.2018.10.050,
EGFR/HER2,29928803,10.1021/acs.jmedchem.8b00672,
EGFR/HER2,31129055,10.1016/j.bmcl.2019.05.025,
EGFR/HER2,29636220,10.1016/j.bmcl.2018.03.032,
EGFR/HER2,,,US-11065243-B2
EGFR/HER2,35551036,10.1016/j.ejmech.2022.114442,
EGFR/HER2,33481605,10.1021/acs.jmedchem.0c01511,
EGFR/HER2,32688199,10.1016/j.ejmech.2020.112524,
EGFR/HER2,34735773,10.1021/acs.jmedchem.1c01030,
EGFR/HER2,37178481,10.1016/j.ejmech.2023.115469,
EGFR/HER2,38116407,10.1021/acsmedchemlett.3c00479,
EGFR/HER2,38714043,10.1016/j.ejmech.2024.116475,
EGFR/HER2,38458107,10.1016/j.ejmech.2024.116303,
EGFR/HER2,37683364,10.1016/j.ejmech.2023.115762,
EGFR/HER2,38781921,10.1016/j.ejmech.2024.116364,
EGFR/HER2,39383322,10.1021/acs.jmedchem.4c01619,
EGFR/HER2,39814085,10.1016/j.bmcl.2025.130105,
EGFR/HER2,39311765,10.1021/acs.jmedchem.4c01852,
EGFR/HER2,39818014,10.1016/j.ejmech.2025.117258,
EGFR/HER2,9154973,10.1021/jm960789h,
EGFR/HER2,7658435,10.1021/jm00018a008,
EGFR/HER2,11520212,10.1021/jm010888h,
EGFR/HER2,8568816,10.1021/jm9503613,
EGFR/HER2,18271520,10.1021/jm070654j,
EGFR/HER2,21215643,10.1016/j.bmc.2010.11.059,
EGFR/HER2,27118497,10.1016/j.bmcl.2016.04.032,
EGFR/HER2,30390439,10.1016/j.ejmech.2018.10.026,
EGFR/HER2,10966743,10.1021/jm000206a,
EGFR/HER2,11140724,10.1016/s0960-894x(00)00586-2,
EGFR/HER2,11462969,10.1021/jm0000214,
EGFR/HER2,10639288,10.1021/jm9903949,
EGFR/HER2,,10.1016/s0960-894x(97)10117-2,
EGFR/HER2,10633045,10.1021/jm990401t,
EGFR/HER2,8632415,10.1021/jm950692f,
EGFR/HER2,8627606,10.1021/jm9508651,
EGFR/HER2,9357527,10.1021/jm970124v,
EGFR/HER2,8691423,10.1021/jm960118j,
EGFR/HER2,17154492,10.1021/jm0608762,
EGFR/HER2,17681471,10.1016/j.bmc.2007.07.006,
EGFR/HER2,17317179,10.1016/j.bmcl.2007.01.101,
EGFR/HER2,17360676,10.1073/pnas.0611681104,
EGFR/HER2,18467105,10.1016/j.bmc.2008.04.019,
EGFR/HER2,18588282,10.1021/jm701575k,
EGFR/HER2,18313807,10.1016/j.ejmech.2008.01.009,
EGFR/HER2,19748785,10.1016/j.bmc.2009.08.044,
EGFR/HER2,20095624,10.1021/jm901338g,
EGFR/HER2,20092323,10.1021/jm9011142,
EGFR/HER2,20403693,10.1016/j.bmcl.2010.03.064,
EGFR/HER2,20403700,10.1016/j.bmc.2010.03.052,
EGFR/HER2,20722422,10.1021/jm1005513,
EGFR/HER2,20558072,10.1016/j.bmc.2010.05.049,
EGFR/HER2,20817326,10.1016/j.ejmech.2010.08.021,
EGFR/HER2,21033670,10.1021/jm1009605,
EGFR/HER2,22204741,10.1016/j.bmc.2011.11.058,
EGFR/HER2,22370340,10.1016/j.bmc.2012.01.029,
EGFR/HER2,22739090,10.1016/j.bmc.2012.05.068,
EGFR/HER2,22901387,10.1016/j.bmcl.2012.07.079,
EGFR/HER2,22960695,10.1016/j.ejmech.2012.08.004,
EGFR/HER2,21413808,10.1021/jm1013693,
EGFR/HER2,23434139,10.1016/j.bmc.2013.01.040,
EGFR/HER2,23375090,10.1016/j.bmc.2012.12.045,
EGFR/HER2,23811258,10.1016/j.ejmech.2013.05.043,
EGFR/HER2,23900004,10.1016/j.ejmech.2013.06.057,
EGFR/HER2,24184213,10.1016/j.bmc.2013.10.007,
EGFR/HER2,24583357,10.1016/j.ejmech.2014.02.005,
EGFR/HER2,27234887,10.1016/j.bmc.2016.01.003,
EGFR/HER2,,,US-7326712-B2
EGFR/HER2,,,US-9422297-B2
EGFR/HER2,,10.6019/chembl3988181,
EGFR/HER2,29547832,10.1016/j.ejmech.2018.03.013,
EGFR/HER2,30600149,10.1016/j.bmc.2018.12.032,
EGFR/HER2,31378571,10.1016/j.bmcl.2019.07.012,
EGFR/HER2,,,US-11001595-B2
EGFR/HER2,,,US-11111252-B2
EGFR/HER2,40164393,10.1016/j.bmcl.2025.130214,
EGFR/HER2,12127526,10.1016/s0960-894x(02)00364-5,
EGFR/HER2,24411123,10.1016/j.bmcl.2013.12.079,
EGFR/HER2,25409491,10.1021/jm5014659,
EGFR/HER2,,,US-8623883-B2
EGFR/HER2,27288180,10.1016/j.bmc.2016.05.063,
EGFR/HER2,27769671,10.1016/j.bmc.2016.10.006,
EGFR/HER2,,,US-20090318373-A1
EGFR/HER2,,,US-9796704-B2
EGFR/HER2,17270437,10.1016/j.bmcl.2007.01.002,
EGFR/HER2,27491023,10.1021/acs.jmedchem.6b00883,
EGFR/HER2,17869514,10.1016/j.bmcl.2007.08.073,
EGFR/HER2,28092860,10.1016/j.ejmech.2016.12.055,
EGFR/HER2,27987485,10.1016/j.ejmech.2016.12.014,
EGFR/HER2,28714692,10.1021/acs.jmedchem.7b00076,
EGFR/HER2,29902719,10.1016/j.ejmech.2018.06.011,
EGFR/HER2,12190313,10.1021/jm0201520,
EGFR/HER2,11063609,10.1021/jm000231g,
EGFR/HER2,15214781,10.1021/jm031121n,
EGFR/HER2,12643928,10.1016/s0960-894x(03)00034-9,
EGFR/HER2,12593668,10.1021/jm021090g,
EGFR/HER2,10843211,10.1016/s0960-894x(00)00156-6,
EGFR/HER2,15125971,10.1016/j.bmcl.2004.02.105,
EGFR/HER2,15027863,10.1021/jm0305568,
EGFR/HER2,10633033,10.1021/jm991182e,
EGFR/HER2,15689157,10.1021/jm049353p,
EGFR/HER2,15780638,10.1016/j.bmcl.2005.01.052,
EGFR/HER2,16250643,10.1021/jm058013g,
EGFR/HER2,17123821,10.1016/j.bmc.2006.10.063,
EGFR/HER2,17904366,10.1016/j.bmcl.2007.09.018,
EGFR/HER2,9677190,10.1126/science.281.5376.533,
EGFR/HER2,18639462,10.1016/j.bmc.2008.06.055,
EGFR/HER2,20064725,10.1016/j.bmc.2009.11.066,
EGFR/HER2,20138527,10.1016/j.bmc.2009.12.077,
EGFR/HER2,20638287,10.1016/j.bmc.2010.06.046,
EGFR/HER2,18469809,10.1038/nchembio.90,
EGFR/HER2,20638755,10.1016/j.ejmech.2010.06.034,
EGFR/HER2,16584130,10.1208/aapsj080125,
EGFR/HER2,15559249,10.1016/j.tips.2004.07.006,
EGFR/HER2,18426954,10.1124/dmd.108.020479,
EGFR/HER2,21417417,10.1021/jm200064p,
EGFR/HER2,21641213,10.1016/j.bmcl.2011.05.019,
EGFR/HER2,21080703,10.1021/jm100732t,
EGFR/HER2,15781124,10.1016/j.pharmthera.2004.10.013,
EGFR/HER2,22352892,10.1021/jm201727w,
EGFR/HER2,22229710,10.1021/jm201439b,
EGFR/HER2,22546672,10.1016/j.bmcl.2012.04.008,
EGFR/HER2,14645676,10.1124/mol.64.6.1452,
EGFR/HER2,12960118,,
EGFR/HER2,,10.1007/s00044-011-9867-y,
EGFR/HER2,,10.1007/s00044-011-9834-7,
EGFR/HER2,,10.1007/s00044-009-9233-5,
EGFR/HER2,23252711,10.1021/jm301495v,
EGFR/HER2,23301767,10.1021/jm301475f,
EGFR/HER2,24360556,10.1016/j.bmcl.2013.11.081,
EGFR/HER2,24417566,10.1021/jm401073p,
EGFR/HER2,,10.1039/c2md20035j,
EGFR/HER2,24742150,10.1021/jm401742r,
EGFR/HER2,25914804,10.1039/c4md00412d,
EGFR/HER2,26985305,10.1021/acsmedchemlett.5b00278,
EGFR/HER2,26900761,10.1021/acs.jnatprod.5b00947,
EGFR/HER2,27363938,10.1016/j.bmcl.2016.06.046,
EGFR/HER2,27171036,10.1021/acs.jmedchem.6b00150,
EGFR/HER2,29144137,10.1021/acs.jmedchem.7b00663,
EGFR/HER2,29370702,10.1021/acs.jmedchem.7b01765,
EGFR/HER2,29407975,10.1016/j.ejmech.2018.01.004,
EGFR/HER2,29541375,10.1021/acsmedchemlett.7b00545,
EGFR/HER2,28911822,10.1016/j.ejmech.2017.08.071,
EGFR/HER2,30978559,10.1016/j.ejmech.2019.03.064,
EGFR/HER2,30733087,10.1016/j.bmc.2019.01.027,
EGFR/HER2,31732255,10.1016/j.ejmech.2019.111813,
EGFR/HER2,31514062,10.1016/j.ejmech.2019.111641,
EGFR/HER2,27326333,10.1021/acsmedchemlett.6b00044,
EGFR/HER2,32960605,10.1021/acs.jmedchem.0c01198,
EGFR/HER2,33479663,10.1039/d0md00012d,
EGFR/HER2,32866383,10.1021/acs.jmedchem.0c00744,
EGFR/HER2,33611192,10.1016/j.ejmech.2021.113281,
EGFR/HER2,32402934,10.1016/j.ejmech.2020.112355,
EGFR/HER2,32447197,10.1016/j.ejmech.2020.112424,
EGFR/HER2,33581551,10.1016/j.ejmech.2021.113244,
EGFR/HER2,33895280,10.1016/j.bmcl.2021.128061,
EGFR/HER2,33619967,10.1021/acs.jmedchem.0c02011,
EGFR/HER2,34415148,10.1021/acs.jmedchem.1c00271,
EGFR/HER2,35868123,10.1016/j.ejmech.2022.114603,
EGFR/HER2,35485642,10.1021/acs.jmedchem.1c02064,
EGFR/HER2,35605362,10.1016/j.ejmech.2022.114461,
EGFR/HER2,35814933,10.1039/d2md00040g,
EGFR/HER2,33650861,10.1021/acs.jmedchem.0c01180,
EGFR/HER2,32707525,10.1016/j.ejmech.2020.112571,
EGFR/HER2,36332552,10.1016/j.ejmech.2022.114875,
EGFR/HER2,36640459,10.1016/j.ejmech.2023.115102,
EGFR/HER2,37234044,10.1021/acs.jmedchem.3c00566,
EGFR/HER2,36087428,10.1016/j.bmc.2022.116994,
EGFR/HER2,38564299,10.1021/acs.jmedchem.4c00312,
EGFR/HER2,37672930,10.1016/j.ejmech.2023.115774,
EGFR/HER2,19169685,10.1007/s00280-008-0921-5,
EGFR/HER2,30487290,10.1084/jem.20180801,
EGFR/HER2,24919854,10.1007/s10637-014-0120-7,
EGFR/HER2,22046134,10.1371/journal.ppat.1002334,
EGFR/HER2,24102143,10.1111/bph.12408,
EGFR/HER2,,,US-9617225-B2
EGFR/HER2,,,US-10294218-B2
EGFR/HER2,39895086,10.1021/acs.jmedchem.4c01621,
EGFR/HER2,40037064,10.1016/j.ejmech.2025.117465,
EGFR/HER2,19208477,10.1016/j.bmcl.2009.01.080,
EGFR/HER2,18500794,10.1021/jm7013875,
EGFR/HER2,30594029,10.1016/j.ejmech.2018.11.076,
EGFR/HER2,,10.6019/chembl5444388,
EGFR/HER2,,10.6019/chembl5445981,
EGFR/HER2,,10.6019/chembl5446079,
EGFR/HER2,,10.6019/chembl5465560,
EGFR/HER2,,10.6019/chembl5608141,
EGFR/HER2,17942920,10.1158/0008-5472.can-06-3559,
EGFR/HER2,,10.6019/chembl5674860,
EGFR/HER2,,10.6019/chembl5724558,
EGFR/HER2,35964425,10.1016/j.ejmech.2022.114661,
EGFR/HER2,35696863,10.1016/j.ejmech.2022.114502,
EGFR/HER2,36804726,10.1016/j.bmc.2023.117202,
EGFR/HER2,9191958,10.1021/jm960879m,
EGFR/HER2,9513602,10.1021/jm970641d,
EGFR/HER2,10346932,10.1021/jm9806603,
EGFR/HER2,14684309,10.1016/j.bmcl.2003.10.010,
EGFR/HER2,16777410,10.1016/j.bmcl.2006.05.090,
EGFR/HER2,19028425,10.1016/j.bmcl.2008.09.067,
EGFR/HER2,19170633,10.1021/jm800829v,
EGFR/HER2,18653333,10.1016/j.bmcl.2008.07.020,
EGFR/HER2,19888761,10.1021/jm901146p,
EGFR/HER2,20143778,10.1021/jm901453q,
EGFR/HER2,20346655,10.1016/j.bmcl.2010.03.015,
EGFR/HER2,20580136,10.1016/j.ejmech.2010.05.072,
EGFR/HER2,21080629,10.1021/jm100665z,
EGFR/HER2,21570843,10.1016/j.bmcl.2011.04.096,
EGFR/HER2,22169601,10.1016/j.bmc.2011.11.023,
EGFR/HER2,22182581,10.1016/j.bmc.2011.11.056,
EGFR/HER2,22130133,10.1016/j.bmcl.2011.11.003,
EGFR/HER2,22101132,10.1016/j.bmcl.2011.10.103,
EGFR/HER2,22595177,10.1016/j.bmcl.2012.04.092,
EGFR/HER2,22372864,10.1021/jm201758g,
EGFR/HER2,23098137,10.1021/jm300667v,
EGFR/HER2,22409598,10.1021/jm300065h,
EGFR/HER2,23410005,10.1021/jm301522m,
EGFR/HER2,23597080,10.1021/jm400349k,
EGFR/HER2,23927972,10.1016/j.bmcl.2013.07.017,
EGFR/HER2,24355130,10.1016/j.bmcl.2013.11.064,
EGFR/HER2,21887403,10.1039/c1md00126d,
EGFR/HER2,24890652,10.1016/j.bmc.2014.04.049,
EGFR/HER2,25101911,10.1021/jm501177w,
EGFR/HER2,25305330,10.1016/j.ejmech.2014.10.006,
EGFR/HER2,25151582,10.1016/j.ejmech.2014.08.056,
EGFR/HER2,25935385,10.1016/j.ejmech.2015.04.043,
EGFR/HER2,25768701,10.1016/j.ejmech.2015.03.004,
EGFR/HER2,25087753,10.1016/j.vascn.2014.07.002,
EGFR/HER2,23404373,10.1124/dmd.113.051151,
EGFR/HER2,23378628,10.1124/dmd.112.050054,
EGFR/HER2,22511346,10.1124/dmd.112.044958,
EGFR/HER2,25685309,10.1039/c4md00441h,
EGFR/HER2,26652482,10.1016/j.bmcl.2015.11.040,
