document_chembl_id,audit_tier,source_type,title,journal,year,pubmed_id,doi,patent_id,publication_types,direct_url,chembl_url,pairs,ligands,targets,assay_chembl_ids,n_activity_rows,review_trigger
CHEMBL1149340,conditional_follow_up,article_unclassified,Optimization and SAR for dual ErbB-1/ErbB-2 tyrosine kinase inhibition in the 6-furanylquinazoline series.,Bioorganic & medicinal chemistry letters,2006,16777410,10.1016/j.bmcl.2006.05.090,,Journal Article,https://doi.org/10.1016/j.bmcl.2006.05.090,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1149340,EGFR/HER2,EH40_02,EGFR;HER2,CHEMBL910356;CHEMBL910357,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1149823,conditional_follow_up,article_unclassified,Identification of genotype-correlated sensitivity to selective kinase inhibitors by using high-throughput tumor cell line profiling.,Proceedings of the National Academy of Sciences of the United States of America,2007,18077425,10.1073/pnas.0707498104,,"Comparative Study;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1073/pnas.0707498104,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1149823,EGFR/HER2,EH120_047,HER2,CHEMBL976910;CHEMBL976911;CHEMBL977765;CHEMBL977766,4,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1150356,conditional_follow_up,article_unclassified,"Design, synthesis and biological evaluation of substituted pyrrolo[2,3-d]pyrimidines as multiple receptor tyrosine kinase inhibitors and antiangiogenic agents.",Bioorganic & medicinal chemistry,2008,18467105,10.1016/j.bmc.2008.04.019,,"Journal Article;Research Support, N.I.H., Extramural",https://doi.org/10.1016/j.bmc.2008.04.019,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1150356,EGFR/HER2,EH120_054,EGFR,CHEMBL957461,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1150386,conditional_follow_up,article_unclassified,Exploiting protein fluctuations at the active-site gorge of human cholinesterases: further optimization of the design strategy to develop extremely potent inhibitors.,Journal of medicinal chemistry,2008,18479118,10.1021/jm701253t,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm701253t,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1150386,AChE/BChE,AB_018,AChE,CHEMBL965669,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1150417,conditional_follow_up,article_unclassified,Discovery of novel small-molecule inhibitors of human epidermal growth factor receptor-2: combined ligand and target-based approach.,Journal of medicinal chemistry,2008,18500794,10.1021/jm7013875,,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.",https://doi.org/10.1021/jm7013875,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1150417,EGFR/HER2,EH40_05,HER2,CHEMBL953992,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1150531,conditional_follow_up,article_unclassified,,,1996,,10.1016/0960-894x(96)00102-3,,,https://doi.org/10.1016/0960-894x(96)00102-3,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1150531,AChE/BChE,AB_018,AChE,CHEMBL644110,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1150977,mandatory_first_pass,article_unclassified,A quantitative analysis of kinase inhibitor selectivity.,Nature biotechnology,2008,18183025,10.1038/nbt1358,,Journal Article,https://doi.org/10.1038/nbt1358,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1150977,EGFR/HER2;PIK3CA/mTOR,EH120_041;EH120_060;EH120_077;EH40_02;EH40_05;EH40_27;PM48_01,EGFR;HER2;PIK3CA,CHEMBL1050831;CHEMBL1050839;CHEMBL1051285;CHEMBL1051286;CHEMBL1060182;CHEMBL1060190;CHEMBL1060260;CHEMBL1061068;CHEMBL1061143;CHEMBL1061896;CHEMBL1062839;CHEMBL1063796;CHEMBL1063797,48,always_review_now
CHEMBL1152325,conditional_follow_up,article_unclassified,Antioxidant and anticholinesterase activity evaluation of ent-kaurane diterpenoids from Sideritis arguta.,Journal of natural products,2009,19215141,10.1021/np800671p,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/np800671p,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1152325,AChE/BChE,AB_018,AChE;BChE,CHEMBL1054620;CHEMBL1054621,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1153098,mandatory_first_pass,article_unclassified,"Discovery of 2-arylthieno[3,2-d]pyrimidines containing 8-oxa-3-azabi-cyclo[3.2.1]octane in the 4-position as potent inhibitors of mTOR with selectivity over PI3K.",Bioorganic & medicinal chemistry letters,2010,19897362,10.1016/j.bmcl.2009.10.075,,Journal Article,https://doi.org/10.1016/j.bmcl.2009.10.075,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1153098,PIK3CA/mTOR,PM48_36,PIK3CA;mTOR,CHEMBL1067293;CHEMBL1067294,2,always_review_now
CHEMBL1153200,mandatory_first_pass,article_unclassified,"Discovery of 3,6-dihydro-2H-pyran as a morpholine replacement in 6-aryl-1H-pyrazolo[3,4-d]pyrimidines and 2-arylthieno[3,2-d]pyrimidines: ATP-competitive inhibitors of the mammalian target of rapamycin (mTOR).",Bioorganic & medicinal chemistry letters,2010,19963384,10.1016/j.bmcl.2009.11.050,,Journal Article,https://doi.org/10.1016/j.bmcl.2009.11.050,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1153200,PIK3CA/mTOR,PM48_33;PM48_38,PIK3CA;mTOR,CHEMBL1074679;CHEMBL1074680,4,always_review_now
CHEMBL1153281,mandatory_first_pass,article_unclassified,Synthesis and evaluation of aniline headgroups for alkynyl thienopyrimidine dual EGFR/ErbB-2 kinase inhibitors.,Bioorganic & medicinal chemistry letters,2009,19208477,10.1016/j.bmcl.2009.01.080,,Comparative Study;Journal Article,https://doi.org/10.1016/j.bmcl.2009.01.080,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1153281,EGFR/HER2,EH40_35,EGFR;HER2,CHEMBL964194;CHEMBL964196,2,always_review_now
CHEMBL1154343,mandatory_first_pass,article_unclassified,Synthesis and biological evaluation of pyrrolopyridazine derivatives as novel HER-2 tyrosine kinase inhibitors.,Bioorganic & medicinal chemistry letters,2009,19815412,10.1016/j.bmcl.2009.09.038,,Journal Article,https://doi.org/10.1016/j.bmcl.2009.09.038,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1154343,EGFR/HER2,EH120_080;EH120_089;EH120_099;EH40_22;EH40_29,EGFR;HER2,CHEMBL1116650;CHEMBL1116651;CHEMBL1116652;CHEMBL1116653,13,always_review_now
CHEMBL1154681,mandatory_first_pass,article_unclassified,Structural aspects of flavonoids as inhibitors of human butyrylcholinesterase.,European journal of medicinal chemistry,2010,19879672,10.1016/j.ejmech.2009.09.041,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2009.09.041,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1154681,AChE/BChE,AB_041,AChE;BChE,CHEMBL1045780;CHEMBL1045781,2,always_review_now
CHEMBL1154692,conditional_follow_up,article_unclassified,Discovery of a novel Her-1/Her-2 dual tyrosine kinase inhibitor for the treatment of Her-1 selective inhibitor-resistant non-small cell lung cancer.,Journal of medicinal chemistry,2009,19888761,10.1021/jm901146p,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm901146p,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1154692,EGFR/HER2,EH40_02,EGFR;HER2,CHEMBL1044055;CHEMBL1044056,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1154707,mandatory_first_pass,article_unclassified,Morpholine derivatives greatly enhance the selectivity of mammalian target of rapamycin (mTOR) inhibitors.,Journal of medicinal chemistry,2009,19916508,10.1021/jm901415x,,Journal Article,https://doi.org/10.1021/jm901415x,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1154707,PIK3CA/mTOR,PM48_37,PIK3CA;mTOR,CHEMBL1047613;CHEMBL1047614,2,always_review_now
CHEMBL1154879,conditional_follow_up,article_unclassified,"Discovery of (thienopyrimidin-2-yl)aminopyrimidines as potent, selective, and orally available pan-PI3-kinase and dual pan-PI3-kinase/mTOR inhibitors for the treatment of cancer.",Journal of medicinal chemistry,2010,20050669,10.1021/jm901284w,,Journal Article,https://doi.org/10.1021/jm901284w,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1154879,PIK3CA/mTOR,PM48_05,mTOR,CHEMBL1103322,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1155111,conditional_follow_up,article_unclassified,"Identification of a potent, selective, and orally active leukotriene a4 hydrolase inhibitor with anti-inflammatory activity.",Journal of medicinal chemistry,2008,18588282,10.1021/jm701575k,,Journal Article,https://doi.org/10.1021/jm701575k,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1155111,EGFR/HER2,EH120_054,EGFR,CHEMBL984786,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1155863,mandatory_first_pass,article_unclassified,"4-(1,3-Thiazol-2-yl)morpholine derivatives as inhibitors of phosphoinositide 3-kinase.",Bioorganic & medicinal chemistry letters,2008,18625552,10.1016/j.bmcl.2008.06.076,,Journal Article,https://doi.org/10.1016/j.bmcl.2008.06.076,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1155863,PIK3CA/PIK3CB,PAB_039,PIK3CA;PIK3CB,CHEMBL989175;CHEMBL989176,2,always_review_now
CHEMBL1155941,conditional_follow_up,article_unclassified,"Solid-phase synthesis and biological evaluation of a parallel library of 2,3-dihydro-1,5-benzothiazepines.",Bioorganic & medicinal chemistry,2008,18650096,10.1016/j.bmc.2008.07.009,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2008.07.009,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1155941,AChE/BChE,AB_018,AChE;BChE,CHEMBL978158;CHEMBL978159,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1156213,conditional_follow_up,article_unclassified,"Imidazo[2,1-b]thiazoles: multitargeted inhibitors of both the insulin-like growth factor receptor and members of the epidermal growth factor family of receptor tyrosine kinases.",Bioorganic & medicinal chemistry letters,2010,20346655,10.1016/j.bmcl.2010.03.015,,Journal Article,https://doi.org/10.1016/j.bmcl.2010.03.015,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1156213,EGFR/HER2,EH40_02,HER2,CHEMBL1108836,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1156800,conditional_follow_up,article_unclassified,Probing Torpedo californica acetylcholinesterase catalytic gorge with two novel bis-functional galanthamine derivatives.,Journal of medicinal chemistry,2010,20025280,10.1021/jm901296p,,Journal Article,https://doi.org/10.1021/jm901296p,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1156800,AChE/BChE,AB_018,AChE,CHEMBL1047004,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1156873,mandatory_first_pass,article_unclassified,"Pyrazolopyrimidines as highly potent and selective, ATP-competitive inhibitors of the mammalian target of rapamycin (mTOR): optimization of the 1-substituent.",Bioorganic & medicinal chemistry letters,2010,20089401,10.1016/j.bmcl.2009.12.086,,Journal Article,https://doi.org/10.1016/j.bmcl.2009.12.086,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1156873,PIK3CA/mTOR,PM48_34,PIK3CA;mTOR,CHEMBL1068272;CHEMBL1068273,2,always_review_now
CHEMBL1157563,mandatory_first_pass,article_unclassified,"Discovery of 7-(4-(3-ethynylphenylamino)-7-methoxyquinazolin-6-yloxy)-N-hydroxyheptanamide (CUDc-101) as a potent multi-acting HDAC, EGFR, and HER2 inhibitor for the treatment of cancer.",Journal of medicinal chemistry,2010,20143778,10.1021/jm901453q,,Journal Article,https://doi.org/10.1021/jm901453q,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1157563,EGFR/HER2,EH40_02;EH40_10,EGFR;HER2,CHEMBL1064921;CHEMBL1064922,3,always_review_now
CHEMBL1157610,mandatory_first_pass,article_unclassified,"Bis(morpholino-1,3,5-triazine) derivatives: potent adenosine 5'-triphosphate competitive phosphatidylinositol-3-kinase/mammalian target of rapamycin inhibitors: discovery of compound 26 (PKI-587), a highly efficacious dual inhibitor.",Journal of medicinal chemistry,2010,20166697,10.1021/jm901830p,,Journal Article,https://doi.org/10.1021/jm901830p,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1157610,PIK3CA/mTOR,PM48_03,PIK3CA;mTOR,CHEMBL1065055;CHEMBL1065057;CHEMBL1065062;CHEMBL1065063,4,always_review_now
CHEMBL1157624,mandatory_first_pass,article_unclassified,Targeting Alzheimer's disease: Novel indanone hybrids bearing a pharmacophoric fragment of AP2238.,Bioorganic & medicinal chemistry,2010,20171894,10.1016/j.bmc.2010.01.071,,Journal Article,https://doi.org/10.1016/j.bmc.2010.01.071,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1157624,AChE/BChE,AB_037;AB_038;AB_039,AChE;BChE,CHEMBL1067130;CHEMBL1067131;CHEMBL1067133,7,always_review_now
CHEMBL1157666,mandatory_first_pass,article_unclassified,"Design, synthesis and biological evaluation of thiazolidinone derivatives as potential EGFR and HER-2 kinase inhibitors.",Bioorganic & medicinal chemistry,2010,19914835,10.1016/j.bmc.2009.10.051,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2009.10.051,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1157666,EGFR/HER2,EH40_24,EGFR;HER2,CHEMBL1064820;CHEMBL1064821,2,always_review_now
CHEMBL1157668,mandatory_first_pass,article_unclassified,Synthesis and structure-activity relationships of N-benzyl-N-(X-2-hydroxybenzyl)-N'-phenylureas and thioureas as antitumor agents.,Bioorganic & medicinal chemistry,2010,19914837,10.1016/j.bmc.2009.10.054,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2009.10.054,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1157668,EGFR/HER2,EH40_19,EGFR;HER2,CHEMBL1064829;CHEMBL1064830,2,always_review_now
CHEMBL1158060,conditional_follow_up,article_unclassified,Taspine: bioactivity-guided isolation and molecular ligand-target insight of a potent acetylcholinesterase inhibitor from Magnolia x soulangiana.,Journal of natural products,2006,16989531,10.1021/np060268p,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/np060268p,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1158060,AChE/BChE,AB_018,AChE,CHEMBL975663,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1201862,mandatory_first_pass,deposited_dataset,ChEMBL kinase profiling dataset/source,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1201862,EGFR/HER2,EH40_02;EH40_04;EH40_18;EH40_25;EH40_30;EH40_38,EGFR;HER2,CHEMBL1963766;CHEMBL1963780,12,always_review_now
CHEMBL1212808,conditional_follow_up,article_unclassified,The p110 delta structure: mechanisms for selectivity and potency of new PI(3)K inhibitors.,Nature chemical biology,2010,20081827,10.1038/nchembio.293,,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",https://doi.org/10.1038/nchembio.293,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1212808,PIK3CA/mTOR,PM48_18,PIK3CA,CHEMBL1216940,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1221246,conditional_follow_up,article_unclassified,Structure-activity studies on acetylcholinesterase inhibition in the lycorine series of Amaryllidaceae alkaloids.,Bioorganic & medicinal chemistry letters,2010,20655219,10.1016/j.bmcl.2010.06.130,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2010.06.130,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1221246,AChE/BChE,AB_018,AChE,CHEMBL1227597,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1240340,mandatory_first_pass,article_unclassified,Targeted polypharmacology: discovery of dual inhibitors of tyrosine and phosphoinositide kinases.,Nature chemical biology,2008,18849971,10.1038/nchembio.117,,"Comparative Study;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",https://doi.org/10.1038/nchembio.117,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1240340,PIK3CA/PIK3CB;PIK3CA/mTOR,PAB_085;PAB_088;PAB_091;PAB_094;PAB_097;PM48_45;PM48_46;PM48_47;PM48_48,PIK3CA;PIK3CB;mTOR,CHEMBL1243965;CHEMBL1243966;CHEMBL1243969,18,always_review_now
CHEMBL1240341,conditional_follow_up,article_unclassified,Global target profile of the kinase inhibitor bosutinib in primary chronic myeloid leukemia cells.,Leukemia,2009,19039322,10.1038/leu.2008.334,,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1038/leu.2008.334,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1240341,EGFR/HER2,EH120_066,EGFR,CHEMBL1244582;CHEMBL1244583,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1250424,conditional_follow_up,article_unclassified,"Design, synthesis and evaluation of 2-amino-4-m-bromoanilino-6-arylmethyl-7H-pyrrolo[2,3-d]pyrimidines as tyrosine kinase inhibitors and antiangiogenic agents.",Bioorganic & medicinal chemistry,2010,20558072,10.1016/j.bmc.2010.05.049,,"Journal Article;Research Support, N.I.H., Extramural",https://doi.org/10.1016/j.bmc.2010.05.049,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1250424,EGFR/HER2,EH120_054,EGFR,CHEMBL1252156,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1255185,mandatory_first_pass,article_unclassified,"Substituted 4-amino-1H-pyrazolo[3,4-d]pyrimidines as multi-targeted inhibitors of insulin-like growth factor-1 receptor (IGF1R) and members of ErbB-family receptor kinases.",Bioorganic & medicinal chemistry letters,2010,20817523,10.1016/j.bmcl.2010.08.052,,Journal Article,https://doi.org/10.1016/j.bmcl.2010.08.052,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1255185,EGFR/HER2,EH120_085;EH120_088;EH40_02,EGFR;HER2,CHEMBL1260610;CHEMBL1260611;CHEMBL1261098,8,always_review_now
CHEMBL1255226,mandatory_first_pass,article_unclassified,"Discovery of 1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo[h][1,6]naphthyridin-2(1H)-one as a highly potent, selective mammalian target of rapamycin (mTOR) inhibitor for the treatment of cancer.",Journal of medicinal chemistry,2010,20860370,10.1021/jm101144f,,Journal Article,https://doi.org/10.1021/jm101144f,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1255226,PIK3CA/mTOR,PM48_10,PIK3CA;mTOR,CHEMBL1261684;CHEMBL1261686;CHEMBL1261689;CHEMBL1261692;CHEMBL1261705,5,always_review_now
CHEMBL1629443,conditional_follow_up,article_unclassified,"Novel chimeric histone deacetylase inhibitors: a series of lapatinib hybrides as potent inhibitors of epidermal growth factor receptor (EGFR), human epidermal growth factor receptor 2 (HER2), and histone deacetylase activity.",Journal of medicinal chemistry,2010,21080629,10.1021/jm100665z,,Journal Article,https://doi.org/10.1021/jm100665z,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1629443,EGFR/HER2,EH40_02,HER2,CHEMBL1640695,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1641446,mandatory_first_pass,article_unclassified,"Novel pyrrolo[2,1-f][1,2,4]triazin-4-amines: Dual inhibitors of EGFR and HER2 protein tyrosine kinases.",Bioorganic & medicinal chemistry letters,2011,21177105,10.1016/j.bmcl.2010.11.100,,Journal Article,https://doi.org/10.1016/j.bmcl.2010.11.100,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1641446,EGFR/HER2,EH40_15,EGFR;HER2,CHEMBL1647391;CHEMBL1647392,2,always_review_now
CHEMBL1649337,conditional_follow_up,article_unclassified,Triterpenoidal alkaloids from Buxus natalensis and their acetylcholinesterase inhibitory activity.,Journal of natural products,2010,20954721,10.1021/np100494u,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/np100494u,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1649337,AChE/BChE,AB_018,AChE,CHEMBL1663835,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1667723,conditional_follow_up,article_unclassified,Biotransformation of turmerones by Aspergillus niger.,Journal of natural products,2011,21189039,10.1021/np100416v,,Journal Article,https://doi.org/10.1021/np100416v,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1667723,AChE/BChE,AB_018,AChE,CHEMBL1671288,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1681756,mandatory_first_pass,article_unclassified,Synthesis and evaluation of novel pyrimidine-based dual EGFR/Her-2 inhibitors.,Bioorganic & medicinal chemistry letters,2011,21334203,10.1016/j.bmcl.2011.01.119,,Journal Article,https://doi.org/10.1016/j.bmcl.2011.01.119,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1681756,EGFR/HER2,EH120_074;EH40_39,EGFR;HER2,CHEMBL1686142;CHEMBL1686143,4,always_review_now
CHEMBL1759979,conditional_follow_up,article_unclassified,Impact of aryloxy-linked quinazolines: a novel series of selective VEGFR-2 receptor tyrosine kinase inhibitors.,Bioorganic & medicinal chemistry letters,2011,21353546,10.1016/j.bmcl.2011.01.137,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmcl.2011.01.137,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1759979,EGFR/HER2,EH120_054,EGFR,CHEMBL1763554,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1765054,conditional_follow_up,article_unclassified,"Discovery of 9-(6-aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo[h][1,6]naphthyridin-2(1H)-one (Torin2) as a potent, selective, and orally available mammalian target of rapamycin (mTOR) inhibitor for treatment of cancer.",Journal of medicinal chemistry,2011,21322566,10.1021/jm101520v,,"Journal Article;Research Support, N.I.H., Extramural",https://doi.org/10.1021/jm101520v,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1765054,PIK3CA/mTOR,PM48_10,PIK3CA,CHEMBL1768753,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1781988,conditional_follow_up,article_unclassified,Quinolizidinyl derivatives of bi- and tricyclic systems as potent inhibitors of acetyl- and butyrylcholinesterase with potential in Alzheimer's disease.,European journal of medicinal chemistry,2011,21459491,10.1016/j.ejmech.2011.02.071,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.ejmech.2011.02.071,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1781988,AChE/BChE,AB_018,AChE,CHEMBL1787068;CHEMBL1787069,2,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1806467,mandatory_first_pass,article_unclassified,Identification of 2-oxatriazines as highly potent pan-PI3K/mTOR dual inhibitors.,Bioorganic & medicinal chemistry letters,2011,21763134,10.1016/j.bmcl.2011.06.063,,Journal Article,https://doi.org/10.1016/j.bmcl.2011.06.063,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1806467,PIK3CA/mTOR,PM48_03,mTOR,CHEMBL1810297,1,always_review_now
CHEMBL1908390,mandatory_first_pass,article_unclassified,Comprehensive analysis of kinase inhibitor selectivity.,Nature biotechnology,2011,22037378,10.1038/nbt.1990,,Journal Article,https://doi.org/10.1038/nbt.1990,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1908390,EGFR/HER2;PIK3CA/mTOR,EH120_047;EH120_060;EH120_066;EH120_077;EH40_02;EH40_27;PM48_01;PM48_05,EGFR;HER2;PIK3CA;mTOR,CHEMBL1908501;CHEMBL1908669;CHEMBL1908693;CHEMBL1908694;CHEMBL1908695;CHEMBL1908696;CHEMBL1908697;CHEMBL1908698;CHEMBL1908699;CHEMBL1908700;CHEMBL1908701;CHEMBL1908702;CHEMBL1908703;CHEMBL1908704;CHEMBL1908733;CHEMBL1908734;CHEMBL1908735;CHEMBL1908736;CHEMBL1908737;CHEMBL1908738;CHEMBL1908739;CHEMBL1908740;CHEMBL1908741;CHEMBL1908742,58,always_review_now
CHEMBL1909046,mandatory_first_pass,deposited_dataset,DrugMatrix protein kinase inhibition dataset,,,,,,,,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1909046,AChE/BChE;EGFR/HER2,AB_018;EH120_077,AChE;HER2,CHEMBL1909205;CHEMBL1909212,2,always_review_now
CHEMBL1909493,conditional_follow_up,article_unclassified,"Synthesis and biological evaluation of novel analogues of the pan class I phosphatidylinositol 3-kinase (PI3K) inhibitor 2-(difluoromethyl)-1-[4,6-di(4-morpholinyl)-1,3,5-triazin-2-yl]-1H-benzimidazole (ZSTK474).",Journal of medicinal chemistry,2011,21882832,10.1021/jm200688y,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm200688y,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1909493,PIK3CA/mTOR,PM48_18,PIK3CA,CHEMBL1914068;CHEMBL1914069;CHEMBL1914070;CHEMBL1914120;CHEMBL1914124,5,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1914368,conditional_follow_up,article_unclassified,"Imidazo[1,5-a]quinoxalines as irreversible BTK inhibitors for the treatment of rheumatoid arthritis.",Bioorganic & medicinal chemistry letters,2011,21958547,10.1016/j.bmcl.2011.09.008,,Journal Article,https://doi.org/10.1016/j.bmcl.2011.09.008,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1914368,EGFR/HER2,EH120_045,EGFR,CHEMBL1919256,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1914457,conditional_follow_up,article_unclassified,Syntheses of phenylpyrazolodiazepin-7-ones as conformationally rigid analogs of aminopyrazole amide scaffold and their antiproliferative effects on cancer cells.,Bioorganic & medicinal chemistry,2011,22014755,10.1016/j.bmc.2011.09.042,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1016/j.bmc.2011.09.042,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1914457,PIK3CA/mTOR,PM48_01,PIK3CA,CHEMBL1919767,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1921673,conditional_follow_up,article_unclassified,"Design and synthesis of novel human epidermal growth factor receptor 2 (HER2)/epidermal growth factor receptor (EGFR) dual inhibitors bearing a pyrrolo[3,2-d]pyrimidine scaffold.",Journal of medicinal chemistry,2011,22003817,10.1021/jm2008634,,"Journal Article;Research Support, Non-U.S. Gov't",https://doi.org/10.1021/jm2008634,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1921673,EGFR/HER2,EH40_01,HER2,CHEMBL1924800,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
CHEMBL1921798,conditional_follow_up,article_unclassified,"Discovery of a potent, selective, and orally available class I phosphatidylinositol 3-kinase (PI3K)/mammalian target of rapamycin (mTOR) kinase inhibitor (GDC-0980) for the treatment of cancer.",Journal of medicinal chemistry,2011,21981714,10.1021/jm2009327,,Journal Article,https://doi.org/10.1021/jm2009327,https://www.ebi.ac.uk/chembl/explore/document/CHEMBL1921798,PIK3CA/mTOR,PM48_06,mTOR,CHEMBL1925468,1,review_if_decisive_source_is_excluded_or_for_all-measurement_sensitivity
