pair,ligand,molecule_chembl_id,frozen_class,target_name,target_chembl_id,assay_chembl_id,document_chembl_id,assay_type,standard_type,standard_relation,pchembl_value,assay_organism,confidence_score,protein_construct,wildtype_or_mutant,priority_flags,original_label,human_include_exclude,human_reviewed_label,human_rationale,incomparable_record,note
EGFR/HER2,EH120_046,CHEMBL5282641,dual,EGFR,CHEMBL203,CHEMBL5255138,CHEMBL5252585,B,IC50,=,10.28,Homo sapiens,9,unknown,unknown,egfr_directional_priority,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_046,CHEMBL5282641,dual,EGFR,CHEMBL203,CHEMBL5255141,CHEMBL5252585,B,IC50,=,9.47,Homo sapiens,9,unknown,unknown,egfr_directional_priority,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_046,CHEMBL5282641,dual,EGFR,CHEMBL203,CHEMBL5255142,CHEMBL5252585,B,IC50,=,10.28,Homo sapiens,9,unknown,unknown,egfr_directional_priority,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_046,CHEMBL5282641,dual,EGFR,CHEMBL203,CHEMBL5255144,CHEMBL5252585,B,IC50,=,6.31,Homo sapiens,9,unknown,unknown,egfr_directional_priority,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_046,CHEMBL5282641,dual,EGFR,CHEMBL203,CHEMBL5255146,CHEMBL5252585,B,IC50,=,10.01,Homo sapiens,9,unknown,unknown,egfr_directional_priority,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_046,CHEMBL5282641,dual,HER2,CHEMBL1824,CHEMBL5255145,CHEMBL5252585,B,IC50,=,9.02,Homo sapiens,9,unknown,unknown,egfr_directional_priority,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL873338,CHEMBL1142663,F,IC50,=,7.04,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Functional (cellular) assay in human context retained as include; not merged with biochemical potency.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL892951,CHEMBL1147965,B,IC50,=,10.1,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL892954,CHEMBL1147965,B,IC50,=,9.74,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1009318,CHEMBL1139297,B,IC50,=,9.0,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908693,CHEMBL1908390,B,Kd,=,8.96,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908694,CHEMBL1908390,B,Kd,=,8.64,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908695,CHEMBL1908390,B,Kd,=,9.43,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908696,CHEMBL1908390,B,Kd,=,9.04,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908697,CHEMBL1908390,B,Kd,=,9.21,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908698,CHEMBL1908390,B,Kd,=,9.03,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908699,CHEMBL1908390,B,Kd,=,9.0,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908700,CHEMBL1908390,B,Kd,=,9.17,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908701,CHEMBL1908390,B,Kd,=,7.57,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908702,CHEMBL1908390,B,Kd,=,9.43,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908703,CHEMBL1908390,B,Kd,=,9.2,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1908704,CHEMBL1908390,B,Kd,=,8.82,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL1947771,CHEMBL1944545,B,IC50,=,8.52,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL2328801,CHEMBL2321748,B,IC50,=,8.6,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL2328802,CHEMBL2321748,B,IC50,=,7.18,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL2390159,CHEMBL2384937,B,IC50,=,8.66,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL3991696,CHEMBL3991601,B,Kd,=,7.47,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL4388527,CHEMBL4387720,B,IC50,=,8.85,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL4670928,CHEMBL4665812,B,IC50,=,5.0,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL4670929,CHEMBL4665812,B,IC50,=,9.1,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL4670930,CHEMBL4665812,B,IC50,=,10.7,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL4670931,CHEMBL4665812,B,IC50,=,10.7,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL4836401,CHEMBL4834452,B,IC50,=,6.89,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5135822,CHEMBL5131516,B,EC50,=,8.52,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5162303,CHEMBL5154811,B,IC50,=,9.24,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5162370,CHEMBL5154811,B,IC50,=,9.41,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5534721,CHEMBL5532668,B,Ki,=,8.16,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5534726,CHEMBL5532668,B,Ki,=,8.35,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5626926,CHEMBL5625197,B,IC50,=,6.81,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5626927,CHEMBL5625197,B,IC50,=,7.39,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL5735981,CHEMBL5728076,B,IC50,=,8.76,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL6092696,CHEMBL6092145,B,IC50,=,8.22,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,EGFR,CHEMBL203,CHEMBL6096540,CHEMBL6092226,B,IC50,=,6.55,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL874202,CHEMBL1142663,F,IC50,=,7.23,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Functional (cellular) assay in human context retained as include; not merged with biochemical potency.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL976910,CHEMBL1149823,B,EC50,=,8.7,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL976911,CHEMBL1149823,B,EC50,=,8.7,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL977765,CHEMBL1149823,B,EC50,=,7.09,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL977766,CHEMBL1149823,B,EC50,=,6.16,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL1009319,CHEMBL1139297,B,IC50,=,9.0,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL1908501,CHEMBL1908390,B,Kd,=,8.22,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL4670947,CHEMBL4665812,B,IC50,=,8.01,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5135823,CHEMBL5131516,B,EC50,=,8.3,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5162302,CHEMBL5154811,B,IC50,=,8.25,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5162348,CHEMBL5154811,B,IC50,=,8.21,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5162349,CHEMBL5154811,B,IC50,=,7.53,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5162350,CHEMBL5154811,B,IC50,=,8.36,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5162351,CHEMBL5154811,B,IC50,=,8.75,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5162369,CHEMBL5154811,B,IC50,=,8.34,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5546055,CHEMBL5543120,B,IC50,=,8.47,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,B,IC50,=,8.71,,8,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_047,CHEMBL180022,dual,HER2,CHEMBL1824,CHEMBL6092695,CHEMBL6092145,B,IC50,=,7.04,Homo sapiens,9,unknown,unknown,egfr_directional_priority;mixed_endpoint;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_048,CHEMBL203644,dual,EGFR,CHEMBL203,CHEMBL862512,CHEMBL1138126,B,IC50,=,9.52,Homo sapiens,9,unknown,unknown,egfr_directional_priority;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_048,CHEMBL203644,dual,EGFR,CHEMBL203,CHEMBL862515,CHEMBL1138126,F,IC50,=,8.6,Homo sapiens,9,unknown,unknown,egfr_directional_priority;biochem_and_functional,dual,include,dual,Functional (cellular) assay in human context retained as include; not merged with biochemical potency.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
EGFR/HER2,EH120_048,CHEMBL203644,dual,HER2,CHEMBL1824,CHEMBL862513,CHEMBL1138126,B,IC50,=,8.96,Homo sapiens,9,unknown,unknown,egfr_directional_priority;biochem_and_functional,dual,include,dual,Homo sapiens high-confidence activity retained; construct/mutation unknown without assay free text.,0,construct/mutation require source-document reading; API fields deposited here; reviewed_by=local_agent_metadata_pass; review_date=2026-08-26; chembl_api_down
