ligand_id,target,seed,pose_selection_rule,pose_selection_status,n_poses,n_geometry_pass_modes,sdf,selected_mode,CNNscore,CNNaffinity,C1_P2star,C1_VS,acid_arg477_min_A,has_carboxylate_oxy_in_pose,pass_arg_A1,centroid_to_crystal_lig_A,pass_pocket_centroid,keep_urat1_acid,keep_nlrp3_pose,error
REP_04687,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04687_out.sdf,1.0,0.97669673,7.17908335,,,,,,1.9859821128191444,True,,True,
REP_04681,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04681_out.sdf,1.0,0.663578808,6.68717575,6.68717575,4.437468113071506,5.9083224353449095,True,True,3.3141880110297994,True,True,,
REP_04681,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04681_out.sdf,1.0,0.310914785,5.77180099,,,,,,1.7169821767734623,True,,False,
REP_08137,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08137_out.sdf,7.0,0.5909217,6.52163744,6.52163744,3.853777082828448,4.9587047704012415,True,True,5.153196873847245,True,True,,
REP_08137,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08137_out.sdf,1.0,0.461462706,6.37455225,,,,,,2.900804334420089,True,,False,
REP_00153,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,8.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00153_out.sdf,1.0,0.877343357,7.38770294,7.38770294,6.481552097898369,3.121939941766978,True,True,1.2503242412292763,True,True,,
REP_00153,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00153_out.sdf,1.0,0.475343734,5.77123022,,,,,,2.7332599270102813,True,,False,
REP_01147,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,7.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01147_out.sdf,1.0,0.830628335,7.23662901,7.23662901,6.010949105588998,3.0838887787986105,True,True,0.8665445044235667,True,True,,
REP_01147,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01147_out.sdf,1.0,0.769597828,6.02315283,,,,,,0.9452613284503496,True,,True,
REP_06643,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06643_out.sdf,1.0,0.85463959,7.48018408,7.48018408,6.392861455255727,3.0861022342106565,True,True,2.224548443884365,True,True,,
REP_06643,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06643_out.sdf,1.0,0.650032461,7.00301981,,,,,,0.4036997303212426,True,,True,
REP_05846,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05846_out.sdf,2.0,0.68086791,5.92929459,5.92929459,4.037066415267606,3.142289292856401,True,True,5.019803408986466,True,True,,
REP_05846,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05846_out.sdf,1.0,0.953264773,7.03478479,,,,,,1.1109149612665012,True,,True,
REP_05864,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05864_out.sdf,4.0,0.516220391,7.37407303,7.37407303,3.806646862809154,7.091739772439476,True,True,3.4885903542927696,True,True,,
REP_05864,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05864_out.sdf,1.0,0.281345606,6.69883728,,,,,,4.871048475643837,True,,False,
REP_07166,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07166_out.sdf,1.0,0.522322237,7.05953074,7.05953074,3.6873498882870654,5.331932857791812,True,True,3.011886612736004,True,True,,
REP_07166,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07166_out.sdf,1.0,0.338287443,6.14112425,,,,,,3.0900122525761553,True,,False,
REP_05813,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05813_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_05813,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05813_out.sdf,1.0,0.275421083,5.77333117,,,,,,4.718852396375615,True,,False,
REP_05763,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05763_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_05763,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05763_out.sdf,1.0,0.297817111,6.53785563,,,,,,1.7696639346832492,True,,False,
REP_05729,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05729_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_05729,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05729_out.sdf,1.0,0.715363443,7.12674284,,,,,,3.0486440529809777,True,,True,
REP_07702,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07702_out.sdf,5.0,0.653556228,6.87680864,6.87680864,4.4943811154362105,2.9753141010656363,True,True,3.0715457106894837,True,True,,
REP_07702,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07702_out.sdf,1.0,0.46937421,6.78358793,,,,,,2.0029084984967422,True,,False,
REP_07704,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07704_out.sdf,1.0,0.684087932,6.54660273,6.54660273,4.478451923191254,3.4848779031696333,True,True,2.3149915323054113,True,True,,
REP_07704,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07704_out.sdf,1.0,0.647723436,6.62993622,,,,,,1.280756728921467,True,,True,
REP_00729,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00729_out.sdf,4.0,0.792883277,6.2142067,6.2142067,4.927140572251356,2.9121088578554124,True,True,0.9407520579745328,True,True,,
REP_00729,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00729_out.sdf,1.0,0.531196773,6.64506483,,,,,,1.0346437088004685,True,,True,
REP_07645,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07645_out.sdf,9.0,0.511205792,5.69998026,5.69998026,2.9138629231976663,4.337127736186703,True,True,5.68264706267912,True,True,,
REP_07645,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07645_out.sdf,1.0,0.415969223,6.36953163,,,,,,3.185082160790665,True,,False,
REP_07056,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,7.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07056_out.sdf,2.0,0.657770574,7.05530024,7.05530024,4.6407688886071385,2.8742312015563356,True,True,2.9305694400116162,True,True,,
REP_07056,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07056_out.sdf,1.0,0.489350557,6.90244436,,,,,,2.149113584439867,True,,False,
REP_01458,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01458_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_01458,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01458_out.sdf,1.0,0.549748421,5.69786263,,,,,,3.0521192699918207,True,,True,
REP_01474,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01474_out.sdf,9.0,0.566199183,6.5304451,6.5304451,3.6975326802463533,6.979825642521445,True,True,2.0225541150560074,True,True,,
REP_01474,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01474_out.sdf,1.0,0.591802955,6.36959457,,,,,,0.8690880869133902,True,,True,
REP_03306,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_03306_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_03306,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_03306_out.sdf,1.0,0.644685984,7.2875309,,,,,,1.5399733898239962,True,,True,
REP_07754,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07754_out.sdf,1.0,0.640714526,6.63298035,6.63298035,4.249846860917565,3.1219394612964444,True,True,3.80896771649763,True,True,,
REP_07754,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07754_out.sdf,1.0,0.352353871,6.31632376,,,,,,2.370939965154892,True,,False,
REP_06990,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06990_out.sdf,5.0,0.530353725,6.42233133,6.42233133,3.406107344049704,5.735478184074976,True,True,1.739160460822761,True,True,,
REP_06990,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06990_out.sdf,1.0,0.436206728,5.4249444,,,,,,5.832292017195908,True,,False,
REP_02143,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_02143_out.sdf,5.0,0.460989684,7.16659164,7.16659164,3.303724815480642,5.639107553505252,True,True,2.473933031147247,True,True,,
REP_02143,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02143_out.sdf,1.0,0.547978163,6.91540766,,,,,,2.5927256521797575,True,,True,
REP_07040,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,4.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07040_out.sdf,2.0,0.609225214,7.12205124,7.12205124,4.338933190807965,4.0617858141462735,True,True,3.00533522206518,True,True,,
REP_07040,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07040_out.sdf,1.0,0.589639187,6.48992109,,,,,,5.778694342761253,True,,True,
REP_01404,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01404_out.sdf,4.0,0.630825162,7.3888669,7.3888669,4.661083159188938,3.9336718215936632,True,True,1.71353170262596,True,True,,
REP_01404,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01404_out.sdf,1.0,0.455151767,5.82585526,,,,,,5.842904668350484,True,,False,
REP_07859,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07859_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_07859,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07859_out.sdf,1.0,0.52906251,7.16000175,,,,,,2.9125925746652697,True,,True,
REP_07910,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07910_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_07910,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07910_out.sdf,1.0,0.818975151,6.91371489,,,,,,2.389755812927784,True,,True,
REP_05470,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,7.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05470_out.sdf,1.0,0.791874707,7.6864295,7.6864295,6.086689108188656,5.535020596167638,True,True,3.610114160294081,True,True,,
REP_05470,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05470_out.sdf,1.0,0.830967784,6.87684774,,,,,,3.2641248260357254,True,,True,
REP_02001,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_02001_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_02001,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02001_out.sdf,1.0,0.234632626,5.72127914,,,,,,3.3984031361811295,True,,False,
REP_04566,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04566_out.sdf,4.0,0.626949847,7.03675222,7.03675222,4.411690727705911,2.9015986972701797,True,True,1.7472881438147443,True,True,,
REP_04566,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04566_out.sdf,1.0,0.754119754,6.21635628,,,,,,1.1477884566059726,True,,True,
REP_03680,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_03680_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_03680,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_03680_out.sdf,1.0,0.227930665,5.29615498,,,,,,3.4738095532726447,True,,False,
REP_00857,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00857_out.sdf,5.0,0.352999061,6.99216127,6.99216127,2.468226362670568,5.142816057375568,True,True,2.9659191512017604,True,True,,
REP_00857,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00857_out.sdf,1.0,0.39495942,6.70470381,,,,,,1.806764520213374,True,,False,
REP_01346,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,5.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01346_out.sdf,1.0,0.605442286,7.01123476,7.01123476,4.244898000777062,5.291926397825277,True,True,4.8227373938763325,True,True,,
REP_01346,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01346_out.sdf,1.0,0.340360582,6.22959948,,,,,,3.287501292915938,True,,False,
REP_05267,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05267_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_05267,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05267_out.sdf,1.0,0.882285118,6.83310175,,,,,,2.5831344302710253,True,,True,
REP_07899,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07899_out.sdf,8.0,0.602905929,6.86097097,6.86097097,4.136520076509881,2.858469870402694,True,True,0.7823397119190623,True,True,,
REP_07899,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07899_out.sdf,1.0,0.432260543,5.39072609,,,,,,6.317290894531895,False,,False,
REP_00950,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00950_out.sdf,1.0,0.724445939,7.09229898,7.09229898,5.137987194234842,4.402491226567064,True,True,2.2751436891436043,True,True,,
REP_00950,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00950_out.sdf,1.0,0.649919927,6.98062706,,,,,,1.8218524542563688,True,,True,
REP_04581,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04581_out.sdf,2.0,0.796239853,6.95602036,6.95602036,5.5386606289114075,7.696186198371239,True,True,3.786688385239957,True,True,,
REP_04581,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04581_out.sdf,1.0,0.574564576,6.40377808,,,,,,3.976141004390862,True,,True,
REP_02354,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,5.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_02354_out.sdf,1.0,0.761400223,6.19930267,6.19930267,4.720150435382495,6.968726928212923,True,True,5.2602056715857675,True,True,,
REP_02354,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02354_out.sdf,1.0,0.778140068,6.10552931,,,,,,4.392134696989964,True,,True,
REP_02650,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_02650_out.sdf,6.0,0.756789565,7.18870783,7.18870783,5.440339071577794,5.467475560073405,True,True,3.0285241692230866,True,True,,
REP_02650,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02650_out.sdf,1.0,0.579818487,6.82052374,,,,,,2.387371712843479,True,,True,
REP_08002,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08002_out.sdf,7.0,0.282194316,7.47546625,7.47546625,2.109534085199835,5.269947817578471,True,True,0.7226563982186468,True,True,,
REP_08002,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08002_out.sdf,1.0,0.303966701,5.97345161,,,,,,4.92427613917043,True,,False,
REP_06427,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06427_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_06427,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06427_out.sdf,1.0,0.558195829,7.18639612,,,,,,2.3283251925988084,True,,True,
REP_08064,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08064_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_08064,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08064_out.sdf,1.0,0.959497869,7.11492872,,,,,,0.4170108886263049,True,,True,
REP_04977,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04977_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_04977,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04977_out.sdf,1.0,0.290614814,6.14429092,,,,,,0.7858563646055706,True,,False,
REP_00077,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00077_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_00077,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00077_out.sdf,1.0,0.589485168,6.1130538,,,,,,0.9359670363958013,True,,True,
REP_01178,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,4.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01178_out.sdf,2.0,0.705230296,7.08492422,7.08492422,4.996503204808169,2.9615798148960906,True,True,1.1417439383404742,True,True,,
REP_01178,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01178_out.sdf,1.0,0.688225806,6.69010925,,,,,,2.3947396942417734,True,,True,
REP_06583,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06583_out.sdf,2.0,0.553466797,6.70228434,6.70228434,3.709491846243059,3.0604955481098113,True,True,4.205431227161813,True,True,,
REP_06583,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06583_out.sdf,1.0,0.574060917,6.70628881,,,,,,1.463108281393491,True,,True,
REP_01181,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01181_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_01181,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01181_out.sdf,1.0,0.915901303,6.84720612,,,,,,0.8789420800807201,True,,True,
REP_08143,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08143_out.sdf,4.0,0.649606049,6.38205719,6.38205719,4.145822955687942,4.368393182853392,True,True,3.501020909911207,True,True,,
REP_08143,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08143_out.sdf,1.0,0.77643311,6.5784049,,,,,,1.2690628299744178,True,,True,
REP_06722,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,5.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06722_out.sdf,1.0,0.623000622,7.18837357,7.18837357,4.47836120527836,2.799621581571335,True,True,1.5640658018023668,True,True,,
REP_06722,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06722_out.sdf,1.0,0.528385222,5.4058919,,,,,,5.092268800373957,True,,True,
REP_01598,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,4.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01598_out.sdf,2.0,0.49862957,7.2903924,7.2903924,3.6352052275432682,2.8556121935584953,True,True,1.4859165511501409,True,True,,
REP_01598,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01598_out.sdf,1.0,0.557345748,6.28156471,,,,,,2.4913255483997636,True,,True,
REP_02379,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_02379_out.sdf,1.0,0.751681864,7.88584089,7.88584089,5.927643579402619,6.089435031265212,True,True,1.764894241431859,True,True,,
REP_02379,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02379_out.sdf,1.0,0.317057192,7.17620707,,,,,,1.6641212277297517,True,,False,
REP_07300,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07300_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_07300,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07300_out.sdf,1.0,0.791519821,6.86808014,,,,,,1.1077203605749322,True,,True,
REP_08161,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08161_out.sdf,9.0,0.854465604,6.96281433,6.96281433,5.949485352023305,7.664433573330774,True,True,4.524944897341166,True,True,,
REP_08161,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08161_out.sdf,1.0,0.833936334,6.8559494,,,,,,2.894312843484273,True,,True,
REP_07101,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07101_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
